ページ,目,本年度予算額,前年度予算額,比較,区分,金額,説明
278,,,,,11 役務費,"1,750","屋外運動場等コンクリート柱診断
電話機器更新及び通話録音装置整備
空調・照明設備等ＥＳＣＯ事業
設備保守点検、施設修繕 ほか
004 高等学校教育推進費 2,535
001 高等学校教育推進事業費 2,535
学校運営協議会運営
教員研修"
278,,,,,,,学校案内・情報発信広報誌作成
278,,,,,通信運搬費,"1,008",教科別研修会出席者負担金 195
278,,,,,手数料,713,集中研修教員分負担金 795
278,,,,,保険料,29,
278,,,,,12 委託料,"28,866",
278,,,,,13 使用料及び賃,"32,019",
278,,,,,借料,,
279,計,"836,164","1,015,831","△179,667",,,
279,1 幼稚園管理,"349,078","325,133","23,945",,,
279,費,,,,,,
280,,,,,8 旅費,"千円
1,502","千円
保育所等給食費物価高騰対策事業"
280,,,,,,,保育所等主食費支援
280,,,,,費用弁償,"1,502","幼稚園4園への配当運営費
（給食費、電気料、水道料、消耗品費 ほか）
004 教職員健康対策事業費 259"
280,,,,,10 需用費,"23,143","幼稚園4園への配当運営費
（給食費、電気料、水道料、消耗品費 ほか）
004 教職員健康対策事業費 259"
280,,,,,,,法定人間ドック健康診断負担金 216
280,,,,,消耗品費,"1,925","003 幼稚園施設管理費 8,467"
280,,,,,燃料費,233,"001 幼稚園施設管理事業費 3,967"
280,,,,,"食糧費
印刷製本費
光熱水費
修繕料
賄材料費","11,352
540
4,799
2,739
1,555","各種設備保守点検
（消防用設備点検、機械警備 ほか）
002 幼稚園維持補修事業費 4,500
空調設備改修（幼稚園3園）
不特定緊急維持補修"
280,,,,,11 役務費,"1,573","各種設備保守点検
（消防用設備点検、機械警備 ほか）
002 幼稚園維持補修事業費 4,500
空調設備改修（幼稚園3園）
不特定緊急維持補修"
280,,,,,通信運搬費,541,
280,,,,,手数料,"1,000",
280,,,,,保険料,32,
280,,,,,12 委託料,"1,950",
280,,,,,13 使用料及び賃,"3,758",
280,,,,,借料,,
280,,,,,14 工事請負費,"4,500",
280,,,,,15 原材料費,50,
280,,,,,17 備品購入費,"1,366",
280,,,,,18 負担金、補助,287,
280,,,,,及び交付金,,
281,2 幼稚園教育,"720,934","713,345","7,589",7 報償費,120,"001 幼稚園教育振興費 1,995"
281,振興費,,,,8 旅費,775,"001 幼稚園教育振興事業費 537
研修受講履歴記録システム利用負担金 9"
281,振興費,,,,"費用弁償
普通旅費
特別旅費","60
362
353","002 幼稚園教育研究事業費 621
オンライン研修事業
保育研修会開催 ほか
003 特別支援教育事業費 837
ことばの教室運営 9教室"
281,振興費,,,,10 需用費,699,"002 幼稚園教育研究事業費 621
オンライン研修事業
保育研修会開催 ほか
003 特別支援教育事業費 837
ことばの教室運営 9教室"
281,振興費,,,,,,県言語聴覚発達障害教育研究会負担金 27
281,振興費,,,,消耗品費,633,会議、研修会出席者負担金 18
281,振興費,,,,印刷製本費,66,"002 私立幼稚園教育振興費 718,779"
281,振興費,,,,"13 使用料及び賃
借料",797,"001 施設型給付費 715,796
（物価高騰対応重点支援地方創生臨時交付金事業）
保育所等給食費物価高騰対策事業"
281,振興費,,,,17 備品購入費,190,"保育所等主食費支援
私立幼稚園 7園
002 私立幼稚園施設等利用給付費 2,159"
281,振興費,,,,18 負担金、補助,214,"保育所等主食費支援
私立幼稚園 7園
002 私立幼稚園施設等利用給付費 2,159"
281,振興費,,,,及び交付金,,私立幼稚園（保育料・入園料分）
281,振興費,,,,,,003 私立幼稚園運営支援事業費 824
281,振興費,,,,負担金,54,オンライン研修事業
281,振興費,,,,補助金,160,給付費等請求管理システム運用
281,振興費,,,,19 扶助費,"718,139","実費徴収補足給付事業
003 幼稚園教育振興助成費 160"
282,計,"1,070,012","1,038,478","31,534",,,
282,1 社会教育総,"165,132","157,055","8,077",,,
282,務費,,,,,,
283,2 生涯学習費,"44,272","45,280","△1,008",1 報酬,"17,983","001 給与費 26,382"
283,2 生涯学習費,"44,272","45,280","△1,008",3 職員手当等,"4,229","001 パートタイム会計年度任用職員 26,382
（定数）
生涯学習指導員 6人"
283,2 生涯学習費,"44,272","45,280","△1,008",期末手当,"3,619","002 地区生涯学習費 17,890"
283,2 生涯学習費,"44,272","45,280","△1,008",勤勉手当,610,"001 地区生涯学習活動推進事業費 17,890"
283,2 生涯学習費,"44,272","45,280","△1,008",4 共済費,"3,570","まちづくりセンター講座事業 計277講座
家庭教育 15講座
少年教育 26講座
高齢者 26講座
一般講座 52講座
人材バンク 26講座
市民プロデュース 26講座
みんカル 80講座
オープン自主グループ 26講座"
283,2 生涯学習費,"44,272","45,280","△1,008",7 報償費,"5,600","まちづくりセンター講座事業 計277講座
家庭教育 15講座
少年教育 26講座
高齢者 26講座
一般講座 52講座
人材バンク 26講座
市民プロデュース 26講座
みんカル 80講座
オープン自主グループ 26講座"
283,2 生涯学習費,"44,272","45,280","△1,008",8 旅費,602,"まちづくりセンター講座事業 計277講座
家庭教育 15講座
少年教育 26講座
高齢者 26講座
一般講座 52講座
人材バンク 26講座
市民プロデュース 26講座
みんカル 80講座
オープン自主グループ 26講座"
283,2 生涯学習費,"44,272","45,280","△1,008",費用弁償,601,放課後子ども教室・少年教育講座開催
283,2 生涯学習費,"44,272","45,280","△1,008",普通旅費,1,
284,3 青少年教育,"20,161","20,148",13,1 報酬,"3,202","001 給与費 4,679"
284,費,,,,3 職員手当等,757,"001 パートタイム会計年度任用職員 4,679
（定数）
生涯学習指導員 1人"
284,費,,,,期末手当,648,"002 １８・２０歳記念事業費 2,901"
284,費,,,,勤勉手当,109,"001 １８・２０歳記念事業費 2,901"
284,費,,,,4 共済費,620,"令和9年 はたちの記念式典
期 日 令和9年1月10日
該当者 約2,500人
18歳新成人への祝意メッセージ送付"
284,費,,,,7 報償費,"2,124","令和9年 はたちの記念式典
期 日 令和9年1月10日
該当者 約2,500人
18歳新成人への祝意メッセージ送付"
284,費,,,,8 旅費,343,"003 雫石町少年交流事業費 2,018
001 雫石町少年交流事業費 2,018"
284,費,,,,"費用弁償
普通旅費
特別旅費","130
15
198","雫石町を訪問
期 間 令和8年7月28日～7月31日
参加者 小学校5・6年生 30人
004 青少年体験交流事業費 6,989
001 青少年体験交流事業費 6,989
期 間 令和8年8月9日～8月12日
研修生 中学生・高校生・青年 90人
研修先 長野県伊那市周辺"
284,費,,,,10 需用費,"2,708","雫石町を訪問
期 間 令和8年7月28日～7月31日
参加者 小学校5・6年生 30人
004 青少年体験交流事業費 6,989
001 青少年体験交流事業費 6,989
期 間 令和8年8月9日～8月12日
研修生 中学生・高校生・青年 90人
研修先 長野県伊那市周辺"
284,費,,,,消耗品費,"2,159",005 青少年指導者養成事業費 44
284,費,,,,燃料費,18,001 青少年リーダー育成事業費 44
284,費,,,,食糧費,41,青少年育成ボランティア養成講座開催
285,4 青少年対策,"59,865","53,295","6,570",1 報酬,"30,547","001 給与費 42,992"
285,費,,,,3 職員手当等,"6,207","001 青少年相談センター運営協議会委員 ８人
104"
285,費,,,,,,"002 パートタイム会計年度任用職員 42,888"
285,費,,,,"期末手当
勤勉手当","5,312
895","（定数）
青少年相談員 7人
ほっとデジタル相談員 1人
（定数外）
学校サポート支援員 2人
青少年サポート員 2人"
285,費,,,,4 共済費,"4,921",
285,費,,,,7 報償費,"2,913","002 青少年相談センター管理費 112
001 青少年相談センター運営管理事業費 112"
285,費,,,,8 旅費,"1,413",運営事務費
285,費,,,,,,003 青少年対策事業費 899
285,費,,,,,,001 青少年相談事業費 899
285,費,,,,費用弁償,"1,362",
285,費,,,,,,ステップスクール・ふじ運営
285,費,,,,普通旅費,48,
285,費,,,,,,来所・電話相談
285,費,,,,特別旅費,3,
285,費,,,,,,臨床心理士来所相談 ほか
286,5 少年自然の,"54,162","57,924","△3,762",10 需用費,"2,200","001 少年自然の家管理費 54,162"
286,家費,,,,,,"001 少年自然の家運営管理事業費 49,904"
286,家費,,,,修繕料,"2,200",施設運営管理（指定管理）
286,家費,,,,12 委託料,"49,904","002 少年自然の家施設管理事業費 4,258
施設維持管理
宿泊棟空調設備設置 ほか"
286,家費,,,,14 工事請負費,"2,000","002 少年自然の家施設管理事業費 4,258
施設維持管理
宿泊棟空調設備設置 ほか"
286,家費,,,,17 備品購入費,58,"002 少年自然の家施設管理事業費 4,258
施設維持管理
宿泊棟空調設備設置 ほか"
286,6 文化振興費,"167,062","120,700","46,362",1 報酬,"2,704","001 給与費 118,858"
286,6 文化振興費,"167,062","120,700","46,362",2 給料,"57,067","001 教育文化スポーツ奨励賞選考委員会委員 ６人
60
002 文化推進審議会委員 ８人
186
003 一般職 １２人 114,984"
286,6 文化振興費,"167,062","120,700","46,362",3 職員手当等,"38,917","001 教育文化スポーツ奨励賞選考委員会委員 ６人
60
002 文化推進審議会委員 ８人
186
003 一般職 １２人 114,984"
286,6 文化振興費,"167,062","120,700","46,362",,,"004 パートタイム会計年度任用職員 3,628"
287,,,,,管理職手当,"1,594","（定数）
事務補助 1人"
287,,,,,扶養手当,"1,419",
287,,,,,,,002 文化振興管理費 634
287,,,,,地域手当,"2,399",
287,,,,,,,001 文化振興管理事業費 634
287,,,,,住居手当,382,
287,,,,,,,文化推進審議会開催
287,,,,,通勤手当,"1,322",
287,,,,,,,"003 文化振興事業費 41,329"
287,,,,,時間外勤務手,"5,365",
287,,,,,,,001 教育文化スポーツ奨励賞事業費 203
287,,,,,当,,
287,,,,,,,表彰式開催
287,,,,,休日勤務手当,161,
287,,,,,,,"002 市展事業費 3,059"
287,,,,,期末手当,"14,606",
287,,,,,,,審査、展示及び表彰
287,,,,,勤勉手当,"11,669",
287,,,,,4 共済費,"20,092","003 市民芸術文化振興事業費 18,250
第58回 市総合文化祭開催"
287,,,,,7 報償費,"1,489","市制60周年記念
舞台公演"
287,,,,,8 旅費,190,"市制60周年記念文化振興事業費補助金 15,000
クラシックコンサート、お笑いステージ"
287,,,,,,,004 市民文芸事業費 891
287,,,,,費用弁償,182,ふじ市民文芸第63号発刊、入賞者表彰
287,,,,,普通旅費,8,005 各種普及啓発事業費 345
287,,,,,10 需用費,"1,710",少年少女合唱講座開催
287,,,,,,,文芸講座、文芸フォーラム開催
287,,,,,,,アートマネジメント講座開催
287,,,,,消耗品費,336,
287,,,,,,,006 総合体育館文化創造事業費 867
287,,,,,印刷製本費,"1,374",
287,,,,,11 役務費,84,"アートワークショップ、作品展示 ほか
007 紙のアートミュージアム事業費 17,714"
287,,,,,,,運営委託
287,,,,,手数料,84,第18回 紙のアートフェスティバル開催
287,,,,,12 委託料,"23,373",ワークショップ開催
287,,,,,17 備品購入費,195,"市制60周年記念
ふじ・紙のアートミュージアム
開館10周年記念企画開催"
287,,,,,,,"004 文化振興基金積立費 3,641"
288,7 文化会館費,"714,173","682,236","31,937",8 旅費,2,"001 文化会館管理費 560,173"
288,7 文化会館費,"714,173","682,236","31,937",,,"001 文化会館運営管理事業費 297,474"
288,7 文化会館費,"714,173","682,236","31,937",普通旅費,2,施設運営管理（指定管理）
288,7 文化会館費,"714,173","682,236","31,937",12 委託料,"499,259","002 文化会館施設管理事業費 262,699
空調設備ＥＳＣＯ事業
特定天井改修調査・工法等検討"
288,7 文化会館費,"714,173","682,236","31,937",13 使用料及び賃,"60,912","002 文化会館施設管理事業費 262,699
空調設備ＥＳＣＯ事業
特定天井改修調査・工法等検討"
288,7 文化会館費,"714,173","682,236","31,937",借料,,個別施設計画策定
288,7 文化会館費,"714,173","682,236","31,937","18 負担金、補助
及び交付金","154,000","衛生配管劣化診断調査
会館用地・駐車場用地借上
002 文化会館自主事業助成費 154,000"
288,7 文化会館費,"714,173","682,236","31,937",補助金,"154,000","001 文化会館自主事業助成費 154,000
文化振興財団自主事業費補助金"
288,8 文化財保護,"84,979","35,680","49,299",1 報酬,"5,166","001 給与費 5,166"
288,費,,,,7 報償費,"1,557","001 文化財保護審議会委員 １０人 300
002 文化財保存活用地域計画推進協議会委員 ８人
138
003 史跡保存整備推進委員会委員 ７人
388"
288,費,,,,8 旅費,877,"001 文化財保護審議会委員 １０人 300
002 文化財保存活用地域計画推進協議会委員 ８人
138
003 史跡保存整備推進委員会委員 ７人
388"
288,費,,,,,,"004 パートタイム会計年度任用職員 4,340"
288,費,,,,"費用弁償
普通旅費","686
191","（定数外）
発掘調査作業員 10人
002 文化財保護管理費 7,474
001 文化財保護管理事業費 7,335"
288,費,,,,10 需用費,"1,264","（定数外）
発掘調査作業員 10人
002 文化財保護管理費 7,474
001 文化財保護管理事業費 7,335"
288,費,,,,,,指定等天然記念物薬剤散布 8か所
289,9 文化財発掘,"73,384","69,129","4,255",1 報酬,"24,505","001 給与費 34,671"
289,調査費,,,,3 職員手当等,"4,789","001 パートタイム会計年度任用職員 34,671
（定数）"
290,10 博物館費,"114,853","103,899","10,954",1 報酬,"13,186","001 給与費 59,464"
290,10 博物館費,"114,853","103,899","10,954",2 給料,"21,302","001 博物館協議会委員 ７人
128"
291,,,,,3 職員手当等,"千円
15,230","千円
002 一般職 ５人
40,642"
291,,,,,,,"003 パートタイム会計年度任用職員 18,694"
291,,,,,"管理職手当
扶養手当
地域手当
住居手当","623
184
889
537","（定数）
事務補助 1人
博物館教育普及事業補助員 1人
博物館調査員 1人
博物館施設管理員 1人
（定数外）
博物館学習指導員 1人"
291,,,,,通勤手当,449,"002 博物館管理費 48,338"
291,,,,,時間外勤務手,568,"001 博物館運営管理事業費 10,474"
291,,,,,当,,施設光熱水費、小休本陣常盤家借地料 ほか
291,,,,,休日勤務手当,50,各種団体負担金 48
291,,,,,期末手当,"7,339","002 博物館施設管理事業費 37,864"
291,,,,,勤勉手当,"4,591",樋代官長屋門屋根修繕
291,,,,,4 共済費,"9,396","各種設備保守点検、維持補修 ほか
003 博物館事業費 5,284
001 企画展事業費 3,917"
291,,,,,7 報償費,121,"各種設備保守点検、維持補修 ほか
003 博物館事業費 5,284
001 企画展事業費 3,917"
291,,,,,8 旅費,434,"市制60周年＆リニューアル10周年記念展開催
テーマ展開催 ほか"
291,,,,,費用弁償,364,"富士・沼津・三島三市博物館 50
連絡協議会負担金"
291,,,,,普通旅費,70,"002 各種講座等教育普及事業費 1,367"
291,,,,,10 需用費,"25,443","各種体験講座等の開催
茅葺き古民家満喫プログラム
かまどでごはんと差し茅交流会開催"
291,,,,,消耗品費,"1,162",年間事業パンフレット作成 ほか
291,,,,,燃料費,127,富士山ネットワーク推進委員会負担金 30
291,,,,,食糧費,3,"004 博物館調査費 1,767"
291,,,,,印刷製本費,"1,225",001 資料調査研究事業費 133
291,,,,,光熱水費,"8,136",資料収集等調査
291,,,,,修繕料,"14,773",002 資料購入事業費 205
291,,,,,賄材料費,17,富士山、かぐや姫に関する資料等購入
292,11 図書館費,"642,646","618,928","23,718",1 報酬,"133,185","001 給与費 391,988"
292,11 図書館費,"642,646","618,928","23,718",2 給料,"111,581","001 図書館協議会委員 ７人
104
002 子ども読書活動推進協議会委員 ８人
118
003 一般職 ２５人 209,311"
292,11 図書館費,"642,646","618,928","23,718",3 職員手当等,"87,854","001 図書館協議会委員 ７人
104
002 子ども読書活動推進協議会委員 ８人
118
003 一般職 ２５人 209,311"
292,11 図書館費,"642,646","618,928","23,718",,,"004 パートタイム会計年度任用職員 182,455"
292,11 図書館費,"642,646","618,928","23,718","管理職手当
扶養手当
地域手当
住居手当
通勤手当
時間外勤務手
当","2,666
1,434
4,619
92
2,899
3,000","（定数）
事務補助 36人
（中央図書館、西図書館、東図書館、富士文庫、
今泉分室、田子浦分室、大淵分室、富士川分室）
（定数外）
事務補助 22人
（中央図書館、西図書館、東図書館、富士文庫、
今泉分室、大淵分室、富士川分室）
図書館古文書整理員 2人
でごいち文庫読書指導員 4人
002 図書館政策推進事業費 3,612
001 子ども読書活動推進事業費 3,612"
293,,,,,休日勤務手当,"千円
1,000","千円
子ども読書活動推進協議会開催 2回"
293,,,,,期末手当,"47,376",ブックスタートふじ、セカンドブックふじ
293,,,,,勤勉手当,"24,768",利用者託児サービス
293,,,,,4 共済費,"55,243","003 図書館利用促進事業費 432
001 図書館講座事業費 272
図書館講演会、読書感想文講座開催 ほか"
293,,,,,7 報償費,"1,112","003 図書館利用促進事業費 432
001 図書館講座事業費 272
図書館講演会、読書感想文講座開催 ほか"
293,,,,,8 旅費,"4,283","002 図書館関連団体支援事業費 160
読み聞かせ講座開催 ほか"
293,,,,,"費用弁償
普通旅費
特別旅費","4,195
50
38","004 中央図書館管理費 166,757
001 中央図書館運営管理事業費 44,297
光熱水費、保安警備業務 ほか
県図書館協会会費 110
その他各種団体負担金 50"
293,,,,,10 需用費,"55,694","004 中央図書館管理費 166,757
001 中央図書館運営管理事業費 44,297
光熱水費、保安警備業務 ほか
県図書館協会会費 110
その他各種団体負担金 50"
293,,,,,,,会議、研修会出席者負担金 11
293,,,,,消耗品費,"14,842","002 中央図書館施設管理事業費 86,275"
293,,,,,食糧費,9,施設修繕、各種設備保守点検（分館含む）
293,,,,,印刷製本費,897,本館外壁等改修
293,,,,,光熱水費,"28,206",本館１階トイレ洋式化 ほか
293,,,,,修繕料,"11,740","003 中央図書館貸出管理事業費 35,868"
293,,,,,11 役務費,"1,864","図書館資料管理システム運用
青葉台まちづくりセンター
貸出・返却システム運用"
293,,,,,通信運搬費,"1,517",004 電子情報コーナー事業費 317
293,,,,,手数料,347,ビジネス支援用データベース運用
293,,,,,12 委託料,"61,046","005 西図書館管理費 5,220
001 西図書館運営管理事業費 4,872
公衆無線ＬＡＮ整備"
293,,,,,13 使用料及び賃,"35,101","005 西図書館管理費 5,220
001 西図書館運営管理事業費 4,872
公衆無線ＬＡＮ整備"
293,,,,,借料,,光熱水費 ほか
293,,,,,14 工事請負費,"44,000","002 西図書館貸出管理事業費 348
図書関連消耗品費 ほか"
294,,,,,17 備品購入費,"千円
51,470","千円
006 東図書館管理費 979"
294,,,,,"18 負担金、補助
及び交付金",171,"001 東図書館運営管理事業費 140
電話料 ほか
002 東図書館施設管理事業費 645"
294,,,,,負担金,171,"施設維持補修 ほか
003 東図書館貸出管理事業費 194
図書関連消耗品費 ほか"
294,,,,,22 償還金、利子,42,"施設維持補修 ほか
003 東図書館貸出管理事業費 194
図書関連消耗品費 ほか"
294,,,,,及び割引料,,007 富士文庫管理費 928
294,,,,,,,001 富士文庫運営管理事業費 168
294,,,,,,,電話料 ほか
294,,,,,,,002 富士文庫施設管理事業費 559
294,,,,,,,施設維持補修 ほか
294,,,,,,,003 富士文庫貸出管理事業費 201
294,,,,,,,図書関連消耗品費 ほか
294,,,,,,,"008 図書館分室管理費 1,066"
294,,,,,,,001 今泉分室運営管理事業費 293
294,,,,,,,運営事務費、図書関連消耗品費
294,,,,,,,002 田子浦分室運営管理事業費 260
294,,,,,,,運営事務費、図書関連消耗品費
294,,,,,,,003 大淵分室運営管理事業費 280
294,,,,,,,運営事務費、図書関連消耗品費
294,,,,,,,004 富士川分室運営管理事業費 233
294,,,,,,,運営事務費、図書関連消耗品費
294,,,,,,,009 館外図書サービス事業費 153
294,,,,,,,001 館外図書運営管理事業費 153
294,,,,,,,移動図書館、でごいち文庫運営管理
294,,,,,,,"010 資料購入事業費 71,511"
294,,,,,,,"001 中央図書館資料購入事業費 40,973"
294,,,,,,,"開架室用図書 9,490冊、新聞・雑誌"
295,計,"2,140,689","1,964,274","176,415",,,
296,,,,,扶養手当,996,"002 体育振興管理費 2,734"
296,,,,,地域手当,"1,905","001 体育振興管理事業費 2,734"
296,,,,,住居手当,300,全国スポーツ推進委員連絡協議会負担金 42
296,,,,,通勤手当,"1,119",県スポーツ推進委員連絡協議会負担金 126
296,,,,,"時間外勤務手
当
休日勤務手当
期末手当
勤勉手当","5,000
500
11,128
9,182","富士地区スポーツ推進委員連絡協議会 17
負担金
会議、研修会出席者負担金 80
003 体育振興事業費 7,474
001 各種競技会事業費 1,682
富士市民水泳競技大会開催
富士駅伝競走大会開催"
296,,,,,4 共済費,"15,697","富士地区スポーツ推進委員連絡協議会 17
負担金
会議、研修会出席者負担金 80
003 体育振興事業費 7,474
001 各種競技会事業費 1,682
富士市民水泳競技大会開催
富士駅伝競走大会開催"
296,,,,,7 報償費,"5,230","002 指導者養成事業費 78
ニュースポーツ指導者講習会開催 ほか
003 普及啓発事業費 5,714"
296,,,,,8 旅費,615,"002 指導者養成事業費 78
ニュースポーツ指導者講習会開催 ほか
003 普及啓発事業費 5,714"
296,,,,,,,市民エンジョイスポーツデー開催
296,,,,,費用弁償,481,一万歩コース看板設置（富士見台）
296,,,,,普通旅費,15,一万歩コース看板改修 ほか
296,,,,,特別旅費,119,"004 体育振興助成費 10,800"
296,,,,,10 需用費,"2,187","001 スポーツ奨励費 4,590
スポーツ競技会出場賞賜金"
296,,,,,"消耗品費
食糧費
印刷製本費
修繕料","1,362
211
414
200","002 各種体育団体助成費 6,210
スポーツ協会活動費補助金 4,840
スポーツ少年団活動費補助金 160
市町対抗駅伝競走大会 1,100
富士市実行委員会活動費補助金"
296,,,,,11 役務費,70,"元気！挑戦！いきいき 110
生涯スポーツ事業補助金"
296,,,,,手数料,10,
296,,,,,保険料,60,
297,2 体育施設費,"679,703","496,394","183,309",10 需用費,"21,850","001 体育施設管理費 140,366"
297,2 体育施設費,"679,703","496,394","183,309",,,"001 体育施設管理事業費 27,662"
297,2 体育施設費,"679,703","496,394","183,309",消耗品費,22,砂山公園プール維持管理
297,2 体育施設費,"679,703","496,394","183,309",光熱水費,"4,605",運動施設個別施設計画策定
297,2 体育施設費,"679,703","496,394","183,309",修繕料,"17,223",東部スポーツ広場駐車場借上
297,2 体育施設費,"679,703","496,394","183,309",11 役務費,268,"002 体育施設備品整備事業費 17,304
陸上競技場夜間照明設備借上"
297,2 体育施設費,"679,703","496,394","183,309",通信運搬費,237,"富士体育館・富士川体育館
トレーニング機器借上"
297,2 体育施設費,"679,703","496,394","183,309",手数料,31,"富士川体育館スケートボード場
夜間照明設備借上
003 体育施設緊急補修事業費 95,400"
297,2 体育施設費,"679,703","496,394","183,309",12 委託料,"509,153","富士川体育館スケートボード場
夜間照明設備借上
003 体育施設緊急補修事業費 95,400"
297,2 体育施設費,"679,703","496,394","183,309","13 使用料及び賃
借料","13,262","弓道場トイレ改修
富士体育館剣道場・柔道場空調設備設置
富士川体育館特定天井落下防止対策
・照明ＬＥＤ化工事実施設計
富士川左岸緑地サッカー場整備
厚原スポーツ公園サッカー場
防球ネット設置"
297,2 体育施設費,"679,703","496,394","183,309",14 工事請負費,"130,990","弓道場トイレ改修
富士体育館剣道場・柔道場空調設備設置
富士川体育館特定天井落下防止対策
・照明ＬＥＤ化工事実施設計
富士川左岸緑地サッカー場整備
厚原スポーツ公園サッカー場
防球ネット設置"
297,2 体育施設費,"679,703","496,394","183,309",17 備品購入費,"4,180","弓道場トイレ改修
富士体育館剣道場・柔道場空調設備設置
富士川体育館特定天井落下防止対策
・照明ＬＥＤ化工事実施設計
富士川左岸緑地サッカー場整備
厚原スポーツ公園サッカー場
防球ネット設置"
297,2 体育施設費,"679,703","496,394","183,309",,,"002 体育施設運営管理費 439,237"
297,2 体育施設費,"679,703","496,394","183,309",,,"001 体育施設運営管理事業費 439,237"
297,2 体育施設費,"679,703","496,394","183,309",,,総合運動公園運動施設等運営管理（指定管理）
298,3 総合体育館,"132,308","276,034","△143,726",16 公有財産購入,"132,308","001 総合体育館建設費 132,308"
298,費,,,,費,,"001 総合体育館建設事業費 132,308"
298,費,,,,,,"ＰＦＩ手法による総合体育館施設整備
割賦金"
298,4 保健費,"130,081","130,149",△68,1 報酬,"45,733","001 給与費 45,733"
298,4 保健費,"130,081","130,149",△68,7 報償費,518,"001 学校医 １４４人 40,652
内科医57人、眼科医12人、耳鼻科医7人、
歯科医68人
002 学校薬剤師 ４１人 4,961"
298,4 保健費,"130,081","130,149",△68,8 旅費,36,"001 学校医 １４４人 40,652
内科医57人、眼科医12人、耳鼻科医7人、
歯科医68人
002 学校薬剤師 ４１人 4,961"
298,4 保健費,"130,081","130,149",△68,"普通旅費
特別旅費","3
33","003 学校結核対策委員会委員 ３人
120
002 学校保健費 84,348
001 学校保健管理事業費 5,811
学校保健医薬材料"
298,4 保健費,"130,081","130,149",△68,10 需用費,"1,615","003 学校結核対策委員会委員 ３人
120
002 学校保健費 84,348
001 学校保健管理事業費 5,811
学校保健医薬材料"
298,4 保健費,"130,081","130,149",△68,,,聴力検査器定期検査
298,4 保健費,"130,081","130,149",△68,消耗品費,567,検診器材借上
298,4 保健費,"130,081","130,149",△68,修繕料,150,生理用品配備
298,4 保健費,"130,081","130,149",△68,医薬材料費,898,県学校保健会負担金 351
298,4 保健費,"130,081","130,149",△68,11 役務費,540,"会議、研修会出席者負担金 45
002 児童生徒健康対策事業費 25,176"
298,4 保健費,"130,081","130,149",△68,手数料,540,"尿検査、結核健康診断、心臓検診、
小児生活習慣病予防検診 ほか"
299,5 学校給食費,"2,738,070","2,631,185","106,885",1 報酬,"357,332","001 給与費 1,151,247"
299,5 学校給食費,"2,738,070","2,631,185","106,885",2 給料,"338,344","001 学校給食運営審議会委員 ７人
104"
299,5 学校給食費,"2,738,070","2,631,185","106,885",3 職員手当等,"271,472","002 一般職 ８４人 627,196
003 パートタイム会計年度任用職員 523,947"
299,5 学校給食費,"2,738,070","2,631,185","106,885",,,（定数）
299,5 学校給食費,"2,738,070","2,631,185","106,885",,,給食公会計事務補助 2人
299,5 学校給食費,"2,738,070","2,631,185","106,885",管理職手当,623,調理員 86人
299,5 学校給食費,"2,738,070","2,631,185","106,885",,,学校給食センター職員 11人
299,5 学校給食費,"2,738,070","2,631,185","106,885",扶養手当,"3,505",（定数外）
299,5 学校給食費,"2,738,070","2,631,185","106,885",,,事務補助 1人
299,5 学校給食費,"2,738,070","2,631,185","106,885",地域手当,"13,683",調理員 50人
299,5 学校給食費,"2,738,070","2,631,185","106,885",,,業務員 6人
299,5 学校給食費,"2,738,070","2,631,185","106,885",住居手当,"2,177",
299,5 学校給食費,"2,738,070","2,631,185","106,885",,,"002 学校給食費 141,012"
299,5 学校給食費,"2,738,070","2,631,185","106,885",通勤手当,"9,435",
299,5 学校給食費,"2,738,070","2,631,185","106,885",,,"001 学校給食運営事業費 76,993"
299,5 学校給食費,"2,738,070","2,631,185","106,885",時間外勤務手,"14,716",
299,5 学校給食費,"2,738,070","2,631,185","106,885",,,学校給食専門懇話会運営
299,5 学校給食費,"2,738,070","2,631,185","106,885",当,,
299,5 学校給食費,"2,738,070","2,631,185","106,885",,,学校給食費等徴収管理システム運用管理
299,5 学校給食費,"2,738,070","2,631,185","106,885",休日勤務手当,50,
299,5 学校給食費,"2,738,070","2,631,185","106,885",,,給食用ガス代、衛生管理用消耗品
299,5 学校給食費,"2,738,070","2,631,185","106,885",期末手当,"151,479",
299,5 学校給食費,"2,738,070","2,631,185","106,885",,,給食用大型備品修繕
299,5 学校給食費,"2,738,070","2,631,185","106,885",勤勉手当,"75,804",
299,5 学校給食費,"2,738,070","2,631,185","106,885",,,ノロウイルス対策等各種検査 ほか
300,,,,,4 共済費,"千円
172,312","千円
県学校栄養士会負担金 203"
300,,,,,7 報償費,90,"安全管理者選任時研修受講負担金 21
002 学校給食備品整備事業費 64,019
給食用大型備品、調理器具、食器等整備"
300,,,,,8 旅費,"11,827","安全管理者選任時研修受講負担金 21
002 学校給食備品整備事業費 64,019
給食用大型備品、調理器具、食器等整備"
300,,,,,,,"003 学校給食センター費 43,884"
300,,,,,費用弁償,"11,787","001 学校給食センター運営管理事業費 14,233"
300,,,,,普通旅費,10,燃料代、電気・水道料
300,,,,,特別旅費,30,調理用消耗品 ほか
300,,,,,10 需用費,"1,487,381","県東部学校給食共同調理場運営協議会 3
負担金"
300,,,,,,,県学校給食共同調理場運営協議会負担金 5
