ページ,目,本年度予算額,前年度予算額,比較,区分,金額,説明
55,目,本年度予算額,前年度予算額,"比
較",,,"避難所用資機材整備事業 22,928×1／2"
55,目,本年度予算額,前年度予算額,"比
較",1 教育総務費補,"6,895",へき地児童生徒援助費等補助金 942
55,目,本年度予算額,前年度予算額,"比
較",助金,,"児童通学用車両運行事業 1,885×1／2"
55,目,本年度予算額,前年度予算額,"比
較",,,"教育支援体制整備事業費補助金 5,953"
55,,千円,千円,千円,,,"医療的ケア看護職員配置事業 17,860×1／3"
55,,千円,千円,千円,2 小学校費補助,"117,478","理科教育設備整備費等補助金 1,800"
55,,千円,千円,千円,金,,"3,600×1／2"
55,,千円,千円,千円,,,要保護児童援助費補助金 243
55,,千円,千円,千円,,,"修学旅行費 31,200円×11人×1／2 171"
55,,千円,千円,千円,,,"医療費 12,000円×12人×1／2 72"
55,,千円,千円,千円,,,"特別支援教育就学奨励費補助金 2,523"
55,,千円,千円,千円,,,"学用品費・修学旅行費等 5,046×1／2"
55,,千円,千円,千円,,,"学校施設環境改善交付金 112,912"
55,,千円,千円,千円,,,富士第二小学校屋内運動場リニューアル
55,7 教育費補助金,"457,465","541,490","△84,025",,,"外壁改修 68,904×1／3 22,968"
55,7 教育費補助金,"457,465","541,490","△84,025",,,"トイレ改修 21,190×1／3 7,063"
55,7 教育費補助金,"457,465","541,490","△84,025",,,"バリアフリートイレ設置 4,000×1／2 2,000"
55,7 教育費補助金,"457,465","541,490","△84,025",,,富士南小学校屋内運動場リニューアル
55,7 教育費補助金,"457,465","541,490","△84,025",,,"外壁改修 39,853×1／3 13,284"
55,7 教育費補助金,"457,465","541,490","△84,025",,,"トイレ改修 14,262×1／3 4,754"
55,7 教育費補助金,"457,465","541,490","△84,025",,,"バリアフリートイレ設置 14,186×1／2 7,093"
55,7 教育費補助金,"457,465","541,490","△84,025",,,"今泉小学校校舎外壁改修 62,381×1／3 20,793"
55,7 教育費補助金,"457,465","541,490","△84,025",,,"富士第二小学校校舎外壁改修 35,728×1／3 11,909"
55,7 教育費補助金,"457,465","541,490","△84,025",,,"鷹岡小学校校舎外壁改修 48,829×1／3 16,276"
56,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
56,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
56,目,本年度予算額,前年度予算額,"比
較",,千円,"千円
今泉小学校校舎防火設備改修 5,296×1／3 1,765"
56,目,本年度予算額,前年度予算額,"比
較",,,"富士南小学校校舎防火設備改修 5,718×1／3 1,906"
56,目,本年度予算額,前年度予算額,"比
較",,,"岩松北小学校給食室空調設備設置 9,303×1／3 3,101"
56,目,本年度予算額,前年度予算額,"比
較",3 中学校費補助,"65,903","理科教育設備整備費等補助金 1,250"
56,目,本年度予算額,前年度予算額,"比
較",金,,"2,500×1／2"
56,目,本年度予算額,前年度予算額,"比
較",,,要保護生徒援助費補助金 399
56,目,本年度予算額,前年度予算額,"比
較",,,"修学旅行費 77,160円×10人×1／2 385"
56,目,本年度予算額,前年度予算額,"比
較",,,"医療費 4,700円×6人×1／2 14"
56,目,本年度予算額,前年度予算額,"比
較",,,"特別支援教育就学奨励費補助金 4,745"
56,目,本年度予算額,前年度予算額,"比
較",,,"学用品費・給食費・修学旅行費等 9,490×1／2"
56,目,本年度予算額,前年度予算額,"比
較",,,"学校施設環境改善交付金 59,509"
56,目,本年度予算額,前年度予算額,"比
較",,,"鷹岡中学校校舎外壁改修 45,826×1／3 15,275"
56,目,本年度予算額,前年度予算額,"比
較",,,"吉原第二中学校校舎外壁改修 57,288×1／3 19,096"
56,,千円,千円,千円,,,"富士南中学校校舎防火設備改修 18,639×1／3 6,213"
56,,千円,千円,千円,,,"鷹岡中学校校舎防火設備改修 7,379×1／3 2,459"
56,,千円,千円,千円,,,"吉原第一中学校給食室空調設備設置 10,787×1／3 3,595"
56,,千円,千円,千円,,,"吉原第三中学校給食室空調設備設置 9,122×1／3 3,040"
56,,千円,千円,千円,,,"富士中学校給食室空調設備設置 9,846×1／3 3,282"
56,,千円,千円,千円,,,"吉原第一中学校校舎空調設備設置 19,648×1／3 6,549"
56,,千円,千円,千円,4 高等学校費補,100,理科教育設備整備費等補助金 100
56,,千円,千円,千円,助金,,200×1／2
56,,千円,千円,千円,5 幼稚園費補助,"20,166","物価高騰対応重点支援地方創生臨時交付金 16,328"
56,,千円,千円,千円,金,,"保育所等給食費物価高騰対策事業 16,328×10／10"
56,,千円,千円,千円,,,子ども・子育て支援交付金 61
56,,千円,千円,千円,,,実費徴収補足給付事業 184×1／3
56,,千円,千円,千円,,,子ども・子育て支援体制整備総合推進事業費補助金 169
56,,千円,千円,千円,,,オンライン研修事業 339×1／2
56,,千円,千円,千円,,,"教育支援体制整備事業費交付金 1,549"
57,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
57,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
57,目,本年度予算額,前年度予算額,"比
較",,千円,"千円
幼児教育の質のためのＩＣＴ化支援事業 3,099×1／2"
57,,千円,千円,千円,,,"保育対策総合支援事業費補助金 2,059"
57,,千円,千円,千円,,,保育所等の質の確保・向上のための取組強化事業
57,,千円,千円,千円,,,"4,119×1／2"
57,,千円,千円,千円,6 社会教育費補,"17,935","埋蔵文化財調査事業費補助金 16,288"
57,農林水産業費補助金,0,"20,249","△20,249",助金,,"市内遺跡発掘調査 32,576×1／2"
57,農林水産業費補助金,0,"20,249","△20,249",,,"文化芸術振興費補助金 1,647"
57,農林水産業費補助金,0,"20,249","△20,249",,,"旧順天堂田中歯科医院移築復原 3,295×1／2"
57,計,"3,824,969","3,471,403","353,566",7 体育保健費補,"228,988","物価高騰対応重点支援地方創生臨時交付金 228,988"
57,計,"3,824,969","3,471,403","353,566",助金,,"学校給食費物価高騰対策事業 228,988×10／10"
57,計,"3,824,969","3,471,403","353,566",,,（廃目）
57,1 総務費委託金,"2,568","71,452","△68,884",1 戸籍住民基本,"2,545","中長期在留者住居地届出等事務委託金 2,469"
57,1 総務費委託金,"2,568","71,452","△68,884",台帳費委託金,,自衛官募集事務委託金 76
57,1 総務費委託金,"2,568","71,452","△68,884",2 選挙費委託金,23,在外選挙人名簿登録事務委託金 23
57,2 民生費委託金,"55,647","57,824","△2,177",1 社会福祉費委,"54,413","国民年金事務費交付金 53,089"
57,2 民生費委託金,"55,647","57,824","△2,177",託金,,特別障害給付金事務費交付金 27
57,2 民生費委託金,"55,647","57,824","△2,177",,,"年金生活者支援給付金支給業務市町村事務取扱交付金 1,106"
57,2 民生費委託金,"55,647","57,824","△2,177",,,遺族及留守家族等援護費事務委託金 191
57,計,"58,215","129,276","△71,061",2 障害者福祉費,"1,234","特別児童扶養手当事務委託金 1,234"
57,計,"58,215","129,276","△71,061",委託金,,
58,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
58,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
58,目,本年度予算額,前年度予算額,"比
較",1 社会福祉費負,"千円
1,198,554","千円
民生委員事務費負担金 35,790"
58,目,本年度予算額,前年度予算額,"比
較",担金,,行旅死亡人等取扱費負担金 643
58,目,本年度予算額,前年度予算額,"比
較",,,"保険基盤安定負担金（国民健康保険） 616,974"
58,目,本年度予算額,前年度予算額,"比
較",,,"保険税軽減分 682,275×3／4 511,706"
58,目,本年度予算額,前年度予算額,"比
較",,,"保険者支援分 421,072×1／4 105,268"
58,目,本年度予算額,前年度予算額,"比
較",,,"未就学児均等割保険税負担金 2,464"
58,目,本年度予算額,前年度予算額,"比
較",,,"9,858×1／4"
58,目,本年度予算額,前年度予算額,"比
較",,,産前産後保険税負担金 680
58,,千円,千円,千円,,,"2,723×1／4"
58,,千円,千円,千円,,,"保険基盤安定負担金（後期高齢者医療） 542,003"
58,,千円,千円,千円,,,"保険料軽減分 718,953×3／4 539,215"
58,,千円,千円,千円,,,"被扶養者軽減分 3,718×3／4 2,788"
58,,千円,千円,千円,2 老人福祉費負,"40,725","介護保険低所得者保険料軽減負担金 40,725"
58,,千円,千円,千円,担金,,"162,900×1／4"
58,,千円,千円,千円,3 児童福祉費負,"1,280,504","児童入所施設措置費負担金 4,425"
58,,千円,千円,千円,担金,,"母子生活支援施設 13,741×1／4 3,435"
58,,千円,千円,千円,,,"助産施設 2,936×1／4 734"
58,,千円,千円,千円,,,"家庭支援事業 1,024×1／4 256"
58,1 民生費負担金,"5,486,896","5,216,105","270,791",,,"未熟児養育医療費負担金 2,000"
58,1 民生費負担金,"5,486,896","5,216,105","270,791",,,"8,000×1／4"
58,1 民生費負担金,"5,486,896","5,216,105","270,791",,,未熟児養育医療費負担金過年度分 1
58,1 民生費負担金,"5,486,896","5,216,105","270,791",,,"施設型・地域型保育給付費負担金 1,265,104"
58,1 民生費負担金,"5,486,896","5,216,105","270,791",,,施設型給付
58,1 民生費負担金,"5,486,896","5,216,105","270,791",,,"1号分 833,070×0.74×1／4 154,118"
58,1 民生費負担金,"5,486,896","5,216,105","270,791",,,"2号分 2,026,848×1／4 506,712"
58,1 民生費負担金,"5,486,896","5,216,105","270,791",,,"3号分 2,097,405×0.2 419,481"
58,1 民生費負担金,"5,486,896","5,216,105","270,791",,,地域型保育給付
58,1 民生費負担金,"5,486,896","5,216,105","270,791",,,"家庭的保育 57,409×0.2 11,481"
59,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
59,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
59,目,本年度予算額,前年度予算額,"比
較",,千円,"千円
小規模保育"
59,目,本年度予算額,前年度予算額,"比
較",,,"公立分 94,280×0.2 18,856"
59,目,本年度予算額,前年度予算額,"比
較",,,"私立分 680,100×0.2 136,020"
59,目,本年度予算額,前年度予算額,"比
較",,,"事業所内保育 92,180×0.2 18,436"
59,目,本年度予算額,前年度予算額,"比
較",,,乳児等のための支援給付費負担金 789
59,目,本年度予算額,前年度予算額,"比
較",,,"公立分 4,000×1／8 500"
59,目,本年度予算額,前年度予算額,"比
較",,,"私立分 1,850×1／8 231"
59,目,本年度予算額,前年度予算額,"比
較",,,加算分 471×1／8 58
59,目,本年度予算額,前年度予算額,"比
較",,,"子育てのための施設等利用費負担金 8,185"
59,目,本年度予算額,前年度予算額,"比
較",,,一時預かり事業（幼稚園型）
59,目,本年度予算額,前年度予算額,"比
較",,,"公立分 2,808×1／4 702"
59,目,本年度予算額,前年度予算額,"比
較",,,"私立分 25,758×1／4 6,439"
59,目,本年度予算額,前年度予算額,"比
較",,,預かり保育事業 私立分 324×1／4 81
59,,千円,千円,千円,,,"認可外保育施設等 3,852×1／4 963"
59,,千円,千円,千円,4 児童手当負担,"464,750","児童手当負担金 464,750"
59,,千円,千円,千円,金,,"0～3歳未満非被用者 94,860×1／15 6,324"
59,,千円,千円,千円,,,"小学校修了前第1、2子 1,650,000×1／9 183,333"
59,,千円,千円,千円,,,"小学校修了前第3子 793,080×1／9 88,120"
59,,千円,千円,千円,,,"中学生 862,320×1／9 95,813"
59,,千円,千円,千円,,,"18歳年度末まで 820,440×1／9 91,160"
59,,千円,千円,千円,5 障害者福祉費,"2,417,563","障害者自立支援給付費負担金 1,622,525"
59,,千円,千円,千円,負担金,,"介護給付費負担金 3,122,748×1／4 780,687"
59,,千円,千円,千円,,,"訓練等給付費負担金 3,318,168×1／4 829,542"
59,,千円,千円,千円,,,"緊急対応措置費負担金 1,184×1／4 296"
59,,千円,千円,千円,,,"補装具給付費負担金 48,000×1／4 12,000"
59,,千円,千円,千円,,,"障害児通所給付費負担金 625,438"
59,,千円,千円,千円,,,"2,501,752×1／4"
59,,千円,千円,千円,,,"障害者医療費負担金 52,291"
60,目,本年度予算額,前年度予算額,"比
較",節,節,"説
明"
60,目,本年度予算額,前年度予算額,"比
較","区
分","金
額","説
明"
60,目,本年度予算額,前年度予算額,"比
較",,千円,"千円
療養介護医療 23,766×1／4 5,941"
60,目,本年度予算額,前年度予算額,"比
較",,,"更生医療 185,000×1／4 46,250"
60,,千円,千円,千円,,,育成医療 400×1／4 100
60,,千円,千円,千円,,,"ふじやま学園措置費負担金 117,308"
60,,千円,千円,千円,,,障害児通所給付費負担金過年度分 1
60,2 教育費負担金,"128,954","130,814","△1,860",6 生活保護費負,"84,800","居住地不明者生活保護費負担金 84,800"
60,2 教育費負担金,"128,954","130,814","△1,860",担金,,"339,200×1／4"
60,2 教育費負担金,"128,954","130,814","△1,860",1 幼稚園費負担,"128,954","施設型・地域型保育給付費負担金 128,415"
60,2 教育費負担金,"128,954","130,814","△1,860",金,,施設型給付
60,計,"5,615,850","5,346,919","268,931",,,"1号分 694,140×0.74×1／4"
60,計,"5,615,850","5,346,919","268,931",,,子育てのための施設等利用費負担金 539
60,計,"5,615,850","5,346,919","268,931",,,"私立幼稚園 2,159×1／4"
60,,,,,1 総務管理費補,"48,865","移住就業支援事業費補助金 37,500"
60,,,,,助金,,"50,000×3／4"
60,,,,,,,地方就職学生支援事業費補助金 540
60,,,,,,,地方就職学生支援事業 720×3／4
60,,,,,,,"消費者行政強化促進事業費補助金 6,871"
