款,項,目,節,説明,R5,R6
,,衛生費委託金,,,16781,14190
,,,保健衛生費委,,,1027
,,,,動物の愛護及び管理事務委託金（備考 託金）,,1027
,,農林水産業費委託金,,,1997,2073
,,,農業費委託金,,,249
,,,,農地法関係取扱事務委託金,,214
,,,,土地改良法取扱事務委託金,,35
,,,林業費委託金,,,1824
,,,,森林法取扱事務委託金,,380
,,,,東海自然歩道管理委託金,,1444
,,商工費委託金,,,296,186
,,,商工費委託金,,,186
,,,,中小企業等協同組合法関係取扱事務委託金,,177
,,,,商工会議所法取扱事務委託金,,8
,,,,商工会法取扱事務委託金,,1
,,土木費委託金,,,946,1180
,,,土木管理費委,,,197
,,,,国有財産事務委託金（備考 託金）,,197
,,,都市計画費委,,,980
,,,,福祉のまちづくり事務委託金,,87
,,,,託金 地球温暖化防止条例取扱事務委託金,,99
,,,,県建築基準条例関係取扱事務委託金,,15
,,,,屋外広告物簡易除去事務委託金,,7
,,,,国土利用計画法関連事務委託金,,772
,,,住宅費委託金,,,3
,,,,高齢者の居住の安定確保に関する事務委託金,,3
,,消防費委託金,,,418,418
,,,消防費委託金,,,418
,,,,高圧ガス立入検査取扱事務委託金,,20
,,,,液化石油ガス設備取扱事務委託金,,71
,,,,田子の浦港海岸陸閘操作委託金,,327
,,教育費委託金,,,2647,3308
,,,社会教育費委,,,3308
,,,,文化財保護事務委託金（備考 託金）,,3308
財産収入,,,,,204760,286054
,財産運用収入,,,,,120923
,,財産貸付収入,,,81961,82924
,,,土地建物貸付,,,82924
,,,,市有土地貸付料,,44727
,,,,収入 市有建物貸付料,,35858
,,,,送電線等敷地料,,2339
,,利子及び配当金,,,19645,37999
,,,基金利子,,,36406
,,,,財政調整基金利子,,20492
,,,,育英奨学基金利子,,138
,,,,福祉基金利子,,707
,,,,国際交流基金利子,,2347
,,,,文化振興基金利子,,2216
,,,,教育振興基金利子,,82
,,,,ふるさと・水と土基金利子,,9
,,,,新環境クリーンセンター建設基金利子,,1164
,,,,大村教育施設等整備基金利子,,156
,,,,公共建築物保全基金利子,,4237
,,,,総合体育館建設基金利子,,4
,,,,ふるさと応援基金利子,,1
,,,,森林環境基金利子,,139
,,,,新病院建設基金利子,,4125
,,,,富士・愛鷹山麓地域森林機能保全基金利子,,3
,,,,職員退職手当基金利子,,531
,,,,企業版ふるさと納税基金利子,,55
,,,株式配当金,,,1593
,,,,田子の浦埠頭㈱株式配当金,,750
,,,,㈱みずほフィナンシャルグループ株式配当金,,133
,,,,㈱静岡銀行株式配当金,,508
,,,,㈱ＴＯＫＡＩホールディングス株式配当金,,194
,,,,㈱清水銀行株式配当金,,8
,財産売払収入,,,,,165131
,,不動産売払収入,,,90271,153399
,,,土地売払収入,,,153398
,,,,市有土地売払収入,,153398
,,,建物売払収入,,,1
,,,,市有建物売払収入,,1
,,物品売払収入,,,8338,7847
,,,物品売払収入,,,7847
,,,,都市計画図等売払収入,,193
,,,,市民文芸等有償頒布収入,,302
,,,,博物館出版物等有償頒布収入,,981
,,,,社会科副読本有償頒布収入,,1934
,,,,市史等有償頒布収入,,4
,,,,文化財関連出版物等有償頒布収入,,309
,,,,不用品売払収入,,4070
,,,,各種競技会プログラム売払収入,,10
,,,,統計書・その他頒布収入,,44
,,立木売払収入,,,4545,3885
,,,立木売払収入,,,3885
,,,,間伐材等売払収入,,3885
寄附金,,,,,1506806,3506306
,寄附金,,,,,3506306
,,総務費寄附金,,,1502500,3502000
,,,総務管理費寄,,,3502000
,,,,ふるさと納税寄附金,,3500000
,,,,附金 ふるさと応援基金寄附金,,1000
,,,,ＳＤＧｓプロジェクトエッグ支援寄附金,,1000
,,民生費寄附金,,,2000,2000
,,,社会福祉費寄,,,2000
,,,,福祉基金寄附金（備考 附金）,,2000
,,衛生費寄附金,,,1801,1801
,,,環境対策費寄,,,1800
,,,,ブナ林創造事業寄附金（備考 附金）,,1800
,,,病院費寄附金,,,1
,,,,新病院建設基金寄附金,,1
,,消防費寄附金,,,2,2
,,,消防費寄附金,,,2
,,,,消防事業寄附金,,1
,,,,防災費寄附金,,1
,,教育費寄附金,,,503,503
,,,小学校費寄附,,,1
,,,,小学校費寄附金（備考 金）,,1
,,,中学校費寄附,,,1
,,,,中学校費寄附金（備考 金）,,1
,,,社会教育費寄,,,500
,,,,文化振興基金寄附金（備考 附金）,,500
,,,体育保健費寄,,,1
,,,,総合体育館建設基金寄附金（備考 附金）,,1
繰入金,,,,,1971079,849080
,特別会計繰入金,,,,,130494
,,後期高齢者医療事業特別会計繰入金,,,1,1
,,,後期高齢者医,,,1
,,,,後期高齢者医療事業特別会計繰入金（備考 療事業特別会 計繰入金）,,1
,,介護保険事業特別会計繰入金,,,15204,100743
,,,介護保険事業,,,100743
,,,,高齢者対策事業費充当,,299
,,,,特別会計繰入 要援護高齢者対策事業費充当,,409
,,,,金 重層的支援体制整備事業充当,,100034
,,,,その他分,,1
,,駐車場事業特別会計繰入金,,,26000,29000
,,,駐車場事業特,,,29000
,,,,駐車場事業特別会計繰入金（備考 別会計繰入金）,,29000
,,鈴川財産区他特別会計繰入金,,,700,750
,,,鈴川財産区他,,,750
,,,,森林被害木対策事業費充当,,750
,,,,特別会計繰入 鈴川財産区特別会計繰入金,,150
,,,,金 今井財産区特別会計繰入金,,150
,,,,大野新田財産区特別会計繰入金,,150
,,,,檜新田財産区特別会計繰入金,,150
,,,,田中新田財産区特別会計繰入金（備考 （廃目） （廃目））,,150
,基金繰入金,,,,,718586
,,財政調整基金繰入金,,,400000,300000
,,,財政調整基金,,,300000
,,,,財源調整分（備考 繰入金）,,300000
,,育英奨学基金繰入金,,,5000,5000
,,,育英奨学基金,,,5000
,,,,育英奨学資金事業費充当（備考 繰入金）,,5000
,,福祉基金繰入金,,,28470,24914
,,,福祉基金繰入,,,24914
,,,,女性保護相談事業費充当,,50
,,,,金 社会福祉センター運営管理事業費充当,,1000
,,,,社会福祉協議会助成費充当,,1500
,,,,放課後児童クラブ施設管理費充当,,1000
,,,,子どもの貧困対策事業費充当,,1044
,,,,就労機能パワーアップ事業費充当,,1500
,,,,ふじやま学園管理費充当,,4430
,,,,こども発達センター費充当,,14390
,,国際交流基金繰入金,,,2000,5500
,,,国際交流基金,,,5500
,,,,海外都市交流事業費充当（備考 繰入金）,,5500
,,文化振興基金繰入金,,,7500,8209
,,,文化振興基金,,,8209
,,,,文化振興基金助成費充当,,1800
,,,,繰入金 文化会館自主事業助成費充当,,5000
,,,,総合体育館文化創造事業費充当,,1409
,,教育振興基金繰入金,,,2560,2560
,,,教育振興基金,,,2560
,,,,教育研究事業費充当,,2000
,,,,繰入金 教育研究指定校事業費充当,,480
,,,,幼稚園教育研究事業費充当,,80
,,ふるさと・水と土基金繰入金,,,1000,1000
,,,ふるさと・水,,,1000
,,,,農用地地域共同活動事業費充当（備考 と土基金繰入 金）,,1000
,,新環境クリーンセンター建設基金繰入金,,,179000,100000
,,,新環境クリー,,,100000
,,,,新環境クリーンセンター建設事業費充当（備考 ンセンター建 設基金繰入金）,,100000
,,大村教育施設等整備基金繰入金,,,16000,20000
,,,大村教育施設,,,20000
,,,,古谿荘保護管理事業費充当（備考 等整備基金繰 入金）,,20000
,,公共建築物保全基金繰入金,,,200000,200000
,,,公共建築物保,,,200000
,,,,まちづくりセンターリニューアル事業費充当,,20000
,,,,全基金繰入金 小学校屋内運動場リニューアル事業費充当,,10000
,,,,小学校長寿命化改修事業費充当,,80000
,,,,中学校屋内運動場リニューアル事業費充当,,10000
,,,,中学校長寿命化改修事業費充当,,80000
,,総合体育館建設基金繰入金,,,310000,3515
,,,総合体育館建,,,3515
,,,,総合体育館建設事業費充当（備考 設基金繰入金）,,3515
,,ふるさと応援基金繰入金,,,1096,1467
,,,ふるさと応援,,,1467
,,,,魅力創造発信事業費充当,,110
,,,,基金繰入金 ユニバーサル就労推進事業費充当,,20
,,,,富士山麓ブナ林創造事業費充当,,89
,,,,富士山活用推進事業費充当,,160
,,,,富士山女子駅伝事業費充当,,26
,,,,花いっぱい・緑いっぱい事業費充当,,105
,,,,備蓄資機材整備事業費充当,,957
,,森林環境基金繰入金,,,36060,38641
,,,森林環境基金,,,38641
,,,,林業振興事業費充当,,3000
,,,,繰入金 森林経営管理事業費充当,,33641
,,,,富士ひのきの森整備事業費充当,,2000
,,富士・愛鷹山麓地域森林機能保全基金繰入金,,,0,1800
,,,富士・愛鷹山,,,1800
,,,,富士・愛鷹山麓地域環境管理計画推進事業費充当（備考 麓地域森林機 能保全基金繰 入金）,,1800
,,企業版ふるさと納税基金繰入金,,,0,5980
,,,企業版ふるさ,,,5980
,,,,ＳＤＧｓ推進事業費充当,,4980
,,,,と納税基金繰 田子の浦港にぎわい推進事業費充当（備考 入金 （廃目））,,1000
繰越金,,,,,1000000,1000000
,繰越金,,,,,1000000
,,前年度繰越金,,,1000000,1000000
,,,前年度繰越金,,,1000000
諸収入,,,,,2461212,3207031
,延滞金加算金及び過料,,,,,30002
,,延滞金,,,30000,30000
,,,延滞金,,,30000
,,,,市税等に係る延滞金,,30000
,,加算金,,,1,1
,,,加算金,,,1
,,過料,,,1,1
,,,過料,,,1
,市預金利子,,,,,2799
,,預金利子,,,407,2799
,,,預金利子,,,2799
,貸付金元利収入,,,,,8000
,,重度医療費等貸付金収入,,,1000,1000
,,,重度医療費等,,,1000
,,,,重度医療費等貸付金収入（備考 貸付金収入）,,1000
,,中小企業経営活性化資金貸付金収入,,,16000,7000
,,,中小企業経営,,,7000
,,,,商工組合中央金庫預託金収入（備考 活性化資金貸 付金収入）,,7000
,受託事業収入,,,,,5327
,,農林水産業費受託事業収入,,,5325,5327
,,,農業費受託事,,,5327
,,,,農地中間管理事業受託金（備考 業収入）,,5327
,雑入,,,,,3160903
,,滞納処分費,,,1030,1030
,,,滞納処分費,,,1030
,,弁償金,,,79,65
,,,弁償金,,,65
,,違約金及び延納利息,,,1,1
,,,違約金及び延,,,1
,,,,違約金及び延納利息（備考 納利息）,,1
,,障害者福祉費納付金,,,192845,196527
,,,障害者福祉費,,,31803
,,,,心身障害者扶養共済制度給付金,,27130
,,,,納付金 心身障害者扶養共済制度掛金,,4673
,,,障害児施設納,,,164724
,,,,ふじやま学園日中一時支援事業委託費,,4162
,,,,付金 ふじやま学園短期入所給付費,,4139
,,,,ふじやま学園施設入所給付費,,23662
,,,,計画相談支援給付費,,6982
,,,,こども発達センター施設利用給付費,,125779
,,環境対策費納付金,,,8086,8057
,,,公害病補償給,,,8057
,,,,環境保全協会納付金（備考 付費納付金）,,8057
,,雑入,,,2206437,2955223
,,,議会費雑入,,,769
,,,,議会タブレット議員負担金,,768
,,,,その他雑入,,1
,,,総務費雑入,,,754226
,,,,会計年度任用職員雇用保険料負担金,,10928
,,,,特別排水路使用料,,1413
,,,,自動車等損害賠償保険金収入,,1500
,,,,建物共済保険金収入,,1000
,,,,電気料等使用者負担金,,8289
,,,,私用電話料,,438
,,,,公衆電話手数料,,1
,,,,自治総合センター助成金,,8900
,,,,クリーンエネルギー自動車導入促進補助金,,2099
,,,,県市町村振興協会助成金,,35450
,,,,自動車重量税還付金,,10
市債,,,,,5963000,10676600
,市債,,,,,10676600
,,総務債,,,227300,393700
,,,総務管理債,,,393700
,,,,財産管理事業債,,17700
,,,,庁舎改修事業債,,38900
,,,,ワークプレイス改善事業債,,50900
,,,,庁内ネットワーク更新事業債,,42300
,,,,市民交流施設改修事業債,,10700
,,,,まちづくりセンター改修事業債,,233200
,,民生債,,,16800,116600
,,,社会福祉債,,,23000
,,,,社会福祉センター改修事業債,,23000
,,,児童福祉債,,,87200
,,,,保育園施設等改修事業債,,26100
,,,,私立保育園等整備費補助事業債,,61100
,,,障害福祉債,,,6400
,,,,ふじやま学園改修事業債,,6400
,,衛生債,,,222200,480900
,,,保健衛生債,,,31700
,,,,救急医療センター改修事業債,,28000
,,,,看護専門学校改修事業債,,3700
,,,清掃債,,,134200
,,,,クリーンセンターききょう改修事業債,,128000
,,,,中野台下水処理施設改修事業債,,6200
,,,環境対策債,,,315000
,,,,富士・愛鷹山麓地域環境保全事業債,,315000
,,労働債,,,0,104700
,,,労働債,,,104700
,,,,勤労者総合福祉センター解体事業債,,104700
,,農林水産業債,,,123700,129000
,,,農業債,,,63000
,,,,農道等整備事業債,,63000
,,,林業債,,,66000
,,,,林道等整備事業債,,66000
,,商工債,,,32100,13300
,,,商工債,,,13300
,,,,産業交流展示場改修事業債,,13300
,,土木債,,,2133000,2952300
,,,土木管理債,,,15000
,,,,急傾斜地整備事業債,,15000
,,,道路橋梁債,,,957600
,,,,道路整備事業債,,957600
,,,河川債,,,269500
,,,,河川整備事業債,,269500
,,消防債,,,116400,404700
,,,消防債,,,404700
,,,,消防施設整備事業債,,383200
,,,,防災基盤整備事業債,,21500
,,教育債,,,3071500,6045400
,,,小学校債,,,444000
,,,,小学校空調設備整備事業債,,58500
,,,,小学校屋内運動場リニューアル事業債,,57000
,,,,小学校校舎等改修事業債,,328500
,,,中学校債,,,634600
,,,,中学校空調設備整備事業債,,41500
,,,,中学校屋内運動場リニューアル事業債,,125200
,,,,中学校校舎等改修事業債,,335700
,,,,岳陽中学校武道場整備事業債,,132200
,,,高等学校債,,,295200
,,,,高等学校校舎等改修事業債,,295200
,,,社会教育債,,,73600
,,,,文化会館改修事業債,,13300
,,,,文化財整備事業債,,60300
,,,体育保健債,,,4598000
,,,,富士川体育館改修事業債,,20200
,,,,総合運動公園施設改修事業債,,268100
,,,,東球場改修事業債,,14800
,,,,砂山公園プール改修事業債,,14300
,,,,総合体育館建設事業債,,4280600
,,災害復旧債,,,20000,36000
,,,土木施設災害,,,36000
,,,,土木管理施設災害復旧事業債（備考 復旧債）,,36000
議会費,,,,,489257,481596
,議会費,,,,,481596
,,議会費,,,489257,481596
,,,報酬,,,206011
,,,職員手当等,,,118592
,,,,"休日勤務手当（備考 全員協議会室及び委員会室 期末手当 10,700 映像配信システム運用管理 勤勉手当 7,633 003 議会渉外事業費 2,141 議員期末手当 91,622 全国市議会議長会負担金 925）",,50
,,,,"東海市議会議長会負担金（備考 4 共済費 73,817）",,44
,,,,県市議会議長会負担金,,107
,,,報償費,,,196
,,,,全国自治体病院経営都市議会協議会（備考 負担金）,,18
,,,旅費,,,3741
,,,,全国高速自動車道市議会協議会負担金,,20
,,,,"会議、研修会出席者負担金（備考 費用弁償 2,783 004 議員調査活動事業費 13,501 普通旅費 9 政務活動費交付金 12,288 特別旅費 949 005 議会広報事業費 5,516 議会だより発行 9 交際費 200 003 議会事務局運営費 575）",,191
,,,需用費,,,6688
,,,,会議、研修会出席者負担金,,56
,,,,消耗品費,,1056
総務費,,,,,8778552,9013376
,総務管理費,,,,,7519634
,,一般管理費,,,2122248,2074044
,,,給料,,,765532
,,,,管理職手当（備考 001 職員退職手当基金積立事業費 531）,,20920
,,,,扶養手当（備考 職員退職手当基金積立金）,,23366
,,,,"地域手当（備考 003 一般管理費 2,998 住居手当 7,492 001 市民総合賠償補償保険費 2,998）",,23223
,,,,"通勤手当（備考 補限度額 時間外勤務手 77,078 身体賠償1人 1億5千万円 1事故 15億円 財物賠償1事故 2千万円 当 個人情報漏えいによる損害賠償 2億円 個人情報漏えいによる対応費用 休日勤務手当 1,800 1事故 1千万円 年間 3千万円 サイバーリスクによる損害賠償 2億円 期末手当 186,648 サイバーリスクによる対応費用 1事故 年間 3千万円）",,16852
,,,,"勤勉手当（備考 004 秘書事務費 5,522）",,138772
,,,,"退職手当（備考 001 秘書事務費 5,522）",,421884
,,,,児童手当（備考 一般秘書事務経費）,,120246
,,,共済費,,,261180
,,,,全国市長会分担金,,915
,,,,"県市長会分担金（備考 8 旅費 1,475）",,999
,,,,県市政事務研究会分担金（備考 サンフロント２１懇話会負担金 10）,,139
,,,,普通旅費（備考 第１３８回東海市長会通常総会負担金 10）,,303
,,,,特別旅費（備考 第１３９回東海市長会通常総会負担金 10）,,1172
,,,需用費,,,1454
,,,,県市政事務研究会県外都市行政調査（備考 負担金）,,40
,,,,消耗品費,,1219
,,,,県東部市長会議負担金,,60
,,,,食糧費,,7
,,,,県東部副市長会議負担金,,30
,,,,印刷製本費,,228
,,,,全国都市問題会議負担金,,20
,,,役務費,,,3003
,,,,県防衛協会負担金,,10
,,,,北方領土返還要求静岡県民会議負担金,,30
,,人事管理費,,,175506,191399
,,,報酬,,,46361
,,,,"期末手当（備考 004 パートタイム会計年度任用職員 105,919）",,8955
,,,,"勤勉手当（備考 002 職員管理費 11,423）",,1097
,,,共済費,,,47341
,,,報償費,,,8240
,,,,"会議、研修会出席者負担金（備考 003 人材育成費 14,392 8 旅費 6,158 001 人材育成事業費 14,392 基本研修、専門研修、派遣研修、自主研修）",,136
,,,,費用弁償,,2484
,,,,自己啓発活動助成金,,400
,,,,普通旅費,,135
,,,,自主研究グループ活動助成金,,150
,,,,特別旅費,,3539
,,,,職員資格取得等助成金,,200
,,,需用費,,,5704
,,,,日本経営協会負担金,,50
,,,,県市職員研修協議会負担金,,8
,,文書費,,,63080,61802
,,,報酬,,,5859
,,,,"期末手当（備考 004 パートタイム会計年度任用職員 8,470）",,1135
,,,,"勤勉手当（備考 002 行政管理費 5,659）",,139
,,,共済費,,,1208
,,市史編さん,,,3544,3824
,,,報酬,,,2529
,,広報広聴費,,,97891,95342
,,,報酬,,,3241
,,,旅費,,,336
,,,,消耗品費（備考 市ウェブサイト運営管理）,,685
,,,,印刷製本費（備考 市ＬＩＮＥ公式アカウント運営管理）,,45795
,,,,修繕料,,100
,,,,日本広報協会負担金,,42
,,シティプロ,,,68765,90886
,,,報酬,,,2093
,,,,期末手当（備考 シティプロモーションキャラクター活用事業）,,419
,,,,勤勉手当（備考 トラックボディプリント）,,52
,,,共済費,,,410
,,,旅費,,,400
,,市民相談費,,,15347,15367
,,,報酬,,,8669
,,,,"期末手当（備考 001 市民相談事業費 1,872）",,1762
,,,,勤勉手当（備考 市民相談（民事・一般相談、交通事故相談 ほか））,,216
,,消費者対策,,,24382,27011
,,,報酬,,,14148
,,,,"期末手当（備考 002 消費者対策費 6,125）",,2842
,,,,"勤勉手当（備考 001 消費者行政推進事業費 5,827）",,348
,,,共済費,,,2838
,,,旅費,,,911
,,男女共同参,,,18386,16151
,,,報酬,,,7204
,,,,"期末手当（備考 001 男女共同参画推進事業費 4,061）",,841
,,,,勤勉手当（備考 男女共同参画地区推進員事業）,,103
,,,共済費,,,906
,,財政管理費,,,4782,4185
,,,報酬,,,820
,,,,費用弁償（備考 統一的な基準による財務書類整備）,,11
,,,,普通旅費,,19
,,,,地方財務協会賛助会費,,40
,,,,特別旅費,,84
,,,,会議、研修会出席者負担金,,49
,,,需用費,,,511
,,会計管理費,,,31186,61782
,,,報酬,,,674
,,,旅費,,,85
,,,,普通旅費（備考 指定金融機関等関連経費）,,3
,,,,特別旅費,,32
,,,,会議、研修会出席者負担金,,35
,,,需用費,,,17313
,,,,"印刷製本費（備考 11 役務費 42,860）",,1634
,,,,通信運搬費,,3366
,,,,手数料,,39278
,,,,保険料,,216
,,契約管理費,,,7044,7512
,,,報酬,,,2411
,,,,"期末手当（備考 001 契約管理事業費 3,981）",,463
,,,,勤勉手当（備考 入札・契約事務関連経費）,,57
,,,共済費,,,478
,,,,県共同利用電子入札システム負担金,,3268
,,,,会議、研修会出席者負担金,,69
,,,,費用弁償,,128
,,,,普通旅費,,16
,,,,特別旅費（備考 10 需用費 563）,,7
,,,,消耗品費,,281
,,,,食糧費,,2
,,,,印刷製本費（備考 13 使用料及び賃 52 借料）,,280
,,工事検査費,,,542,553
,,,旅費,,,51
,,,需用費,,,316
,,,,会議、研修会出席者負担金,,83
,,,,消耗品費,,240
,,,,印刷製本費（備考 11 役務費 18）,,76
,,,,筆耕翻訳料（備考 13 使用料及び賃 20 借料 17 備品購入費 58 18 負担金、補助 90 及び交付金）,,18
,,,,負担金,,90
,,財産管理費,,,565019,681770
,,,報酬,,,16734
,,公用車管理,,,67557,68404
,,,報酬,,,4764
,,,,期末手当（備考 集中管理車両の維持管理 勤勉手当 117 車両 175台分 自動車保険料、重量税 ほか）,,952
,,,共済費,,,699
,,,,"ＪＡＦ継続会費（備考 002 公用車購入事業費 25,310 8 旅費 222 軽自動車 4台（電気自動車） 小型自動車 5台（うち、ハイブリット車4台））",,8
,,,,費用弁償（備考 普通自動車 1台（ハイブリット車））,,206
,,,,普通旅費（備考 003 安全運転管理事業費 673）,,15
,,,,特別旅費（備考 安全運転管理）,,1
,,,需用費,,,28948
,,,,富士地区安全運転管理協会負担金,,164
,,,,県安全運転管理協会富士地区負担金,,100
,,,,消耗品費,,2227
,,,,燃料費,,14792
,,,,印刷製本費,,23
,,,,"修繕料（備考 11 役務費 5,121）",,11906
,,,,手数料,,548
,,,,"自動車損害保（備考 険料 13 使用料及び賃 1,012 借料 17 備品購入費 25,310）",,4573
,,行政経営費,,,3611,71982
,,,旅費,,,1
,,,,中核市市長会中核市候補市参加負担金,,30
,,,,消耗品費,,51
,,,,会議、研修会出席者負担金,,35
,,,,"印刷製本費（備考 002 ワークプレイス改善事業費 70,147）",,123
,,,,修繕料（備考 8階総務部門フリーアドレス導入）,,1160
,,,委託料,,,68909
,,,,負担金,,65
,,情報システ,,,1644013,2381923
,,,報償費,,,297
,,,,費用弁償,,91
,,公平委員会,,,455,477
,,,報酬,,,210
,,,,費用弁償,,70
,,,,全国公平委員会連合会負担金,,58
,,,,特別旅費,,64
,,,,全国公平委員会連合会東海支部負担金,,10
,,,需用費,,,16
,,,,県公平委員会連合会負担金,,18
,,,,会議、研修会出席者負担金,,31
,,,,消耗品費,,15
,,,,食糧費（備考 18 負担金、補助 117 及び交付金）,,1
,,,,負担金,,117
,,地域振興費,,,143978,146712
,,,報酬,,,1806
,,住居表示整,,,81,46
,,,需用費,,,46
,,式典行事費,,,2041,1258
,,,報酬,,,50
,,,需用費,,,1
,,,,印刷製本費（備考 11 役務費 41）,,256
,,,,手数料,,2
,,,,筆耕翻訳料（備考 13 使用料及び賃 20 借料）,,39
,,多文化共生,,,26848,28499
,,,報酬,,,15712
,,,,期末手当（備考 国際交流ラウンジ言語通訳 16人）,,2358
,,,,"勤勉手当（備考 002 多文化共生費 6,422）",,289
,,,共済費,,,2540
,,,旅費,,,1215
,,防犯まちづ,,,59966,59465
,,,報酬,,,91
,,,旅費,,,16
,,,,"防犯思想普及事業費補助金（備考 10 需用費 1,595）",,8200
,,交通安全対,,,54985,60427
,,,報酬,,,1714
,,,,"期末手当（備考 003 交通安全普及事業費 19,800）",,343
,,,,"勤勉手当（備考 001 交通安全運動推進事業費 1,059）",,42
,,,共済費,,,368
,,市民活動支,,,29246,30112
,,,報酬,,,533
,,,旅費,,,26
,,市民交流施,,,122592,113957
,,,需用費,,,10263
,,,,"印刷製本費（備考 富士川ふれあいホール多目的室 修繕料 10,254 天井落下対策 12 委託料 96,279 14 工事請負費 7,315）",,8
,,まちづくり,,,632665,650599
,,,報酬,,,55492
,,,職員手当等,,,127261
,,,,時間外勤務手,,20000
,,,,"地区まちづくりセンター（備考 当 指定管理促進補助金 休日勤務手当 500 002 まちづくりセンター受付管理事業費 53,527 期末手当 54,369 受付管理業務（平日夜間、土曜日、日曜日） 勤勉手当 36,709 003 まちづくりセンター備品整備事業費 1,421 掃除機等の備品整備 4 共済費 75,573 004 市民サービスコーナー事業費 3,761）",,260
,,,旅費,,,2503
,,,,"消耗品費（備考 002 まちづくりセンター維持補修事業費 24,712）",,5587
,,,,燃料費（備考 石積擁壁改修詳細設計（今泉））,,414
,,,,食糧費（備考 駐車場舗装改修（吉永北））,,10
,,,,印刷製本費（備考 換気設備、非常用照明設備改修）,,1038
,,,,光熱水費（備考 不特定緊急維持補修 ほか）,,36367
,,まちづくり,,,226305,250879
,,,旅費,,,79
,,,,印刷製本費（備考 11 役務費 6）,,50
,,,,"手数料（備考 12 委託料 18,425）",,6
,,財政調整基,,,735108,20492
,,,積立金,,,20492
,,諸費,,,161000,161000
,,,補償、補及,,,1000
,徴税費,,,,,850689
,,税務総務費,,,616446,648430
,,,報酬,,,14346
,,,職員手当等,,,192720
,,賦課徴収費,,,196603,202259
,,,報酬,,,22920
,,,,"期末手当（備考 003 パートタイム会計年度任用職員 （資産税） 7,085）",,3526
,,,,"勤勉手当（備考 002 収税賦課収納事務費 76,223）",,433
,,,共済費,,,4483
,,,報償費,,,274
,,,旅費,,,2106
,,,,特別旅費（備考 市税キャッシュレス収納 スマートフォン決済アプリ）,,412
,,,需用費,,,7201
,,,,消耗品費,,2907
,,,,地方税共同機構負担金,,15600
,,,,印刷製本費,,4294
,,,,共通納税システム収納手数料負担金,,5406
,,,役務費,,,53220
,戸籍住民基本台帳費,,,,,495496
,選挙費,,,,,44707
,,選挙管理委,,,46542,44173
,,,報酬,,,2488
,,,職員手当等,,,12596
,,常時啓発費,,,504,534
,,,報償費,,,80
,統計調査費,,,,,36416
,,統計調査総,,,32093,36416
,,,報酬,,,9551
,,,職員手当等,,,7880
,監査委員費,,,,,66434
,,監査委員費,,,57647,66434
,,,報酬,,,2220
,,,職員手当等,,,18771
,,,,当 会議、研修会出席者負担金,,90
,,,,休日勤務手当,,50
,,,,期末手当,,9229
,,,,"勤勉手当（備考 4 共済費 11,205 8 旅費 194）",,5128
民生費,,,,,35294268,37723107
,社会福祉費,,,,,5657957
,,社会福祉総,,,824322,984592
,,,報酬,,,11007
,,,職員手当等,,,160983
,,,,社会福祉大会事業負担金,,300
,,,報償費,,,1681
,,,,人権相談事業費等負担金,,1013
,,,,"社会を明るくする運動負担金（備考 8 旅費 845 003 避難行動要支援者支援事業費 6,373 避難行動要支援者名簿同意確認事業）",,1600
,,,,費用弁償（備考 避難行動要支援者支援計画啓発事業）,,627
,,,,普通旅費（備考 個別避難計画作成促進事業）,,77
,,,,"特別旅費（備考 004 結婚支援事業費 48,326）",,141
,,,需用費,,,26420
,,,,"結婚新生活支援補助金（備考 消耗品費 2,184 ふじのくに出会いサポートセンター 1,300 登録料助成金）",,46100
,,,,食糧費,,11
,,,,ふじのくに結婚応援協議会負担金,,232
,,国民年金費,,,36566,39246
,,,報酬,,,5184
,,,職員手当等,,,9675
,,,,時間外勤務手（備考 当）,,547
,,,,休日勤務手当,,50
,,,,期末手当,,4881
,,,,勤勉手当,,3314
,,国民健康保,,,1443607,1445090
,,,繰出金,,,1445090
,,,,保険基盤安定分,,1087377
,,,,未就学児均等割保険税分,,9068
,,,,職員給与費等分,,216901
,,,,産前産後保険税分,,2854
,,,,出産育児一時金分,,33333
,,,,財政安定化支援事業分,,95557
,,後期高齢者,,,2902128,3189029
,,,負担金、補助,,,93924
,,,,"療養給付費分（備考 27 繰出金 3,095,105）",,2355832
,,,,保険基盤安定分,,622608
,,,,保健事業費分,,43422
,老人福祉費,,,,,3773176
,,高齢者対策,,,79766,82996
,,,報酬,,,2158
,,,,期末手当,,432
,,,,高齢者公共交通支援事業補助金,,23300
,,,,"勤勉手当（備考 003 ひとり暮らし高齢者等生活支援費 7,597）",,53
,,,共済費,,,473
,,,報償費,,,23370
,,,,費用弁償,,78
,,,,老人クラブ活動費補助金,,4589
,,,需用費,,,506
,,,,通信運搬費,,106
,,,,"筆耕翻訳料（備考 12 委託料 27,868）",,13
,,要援護高齢,,,357680,565885
,,,報酬,,,9647
,,,,"期末手当（備考 004 パートタイム会計年度任用職員（国保年金） 3,981）",,1759
,,,,"勤勉手当（備考 002 要援護高齢者福祉管理費 3,192）",,216
,,,共済費,,,1934
,,,,会議、研修会出席者負担金,,7
,,,旅費,,,687
,,,,特別旅費（備考 緊急保護措置費）,,182
,,,需用費,,,1261
,,介護保険費,,,3125797,3124295
,,,需用費,,,2
,,,,社会福祉法人等による利用者負担（備考 軽減制度事業費補助金 補助対象社会福祉法人数 20法人）,,7007
