款,項,目,節,説明,R6,R7,R8,補足_R6,補足_R7,補足_R8
,,,消防費,,,4000000,,,,
,,非常備消防費,,,,,164183,,,
,,,報酬,,,,66936,,,
,,,災害補償費,,,,2414,,,
,,,報償費,,,,20750,,,
,,,旅費,,,,177,,,
,,,,費用弁償,,,149,,,
,,,,普通旅費,,,5,,,
,,,,特別旅費,,,23,,,
,,,需用費,,,,14487,,,
,,,,消耗品費,,,4025,,,
,,,,燃料費,,,621,,,
,,,,印刷製本費,,,264,,,
,,,,光熱水費,,,2877,,,
,,,,修繕料,,,6700,,,
,,,役務費,,,,1161,,,
,,,,手数料,,,66,,,
,,,,保険料,,,440,,,
,,,,自動車損害保険料,,,655,,,
,,,委託料,,,,1557,,,
,,,使用料及び賃借料,,,,4259,,,
,,,工事請負費,,,,10650,,,
,,,負担金、補助及び交付金,,,,41099,,,
,,,,負担金,,,22329,,,
,,,,補助金,,,2490,,,
,,,,交付金,,,16280,,,
,,,公課費,,,,693,,,
教育費,,,,,17016181,10000000,12402939,,,
,教育総務費,,,,1302599,,1587267,,,
,,教育委員会,,,5486,,,,,
,,,報酬,,3774,,,,,
,,,旅費,,142,,,,,
,,,,消耗品費,61,,,備考: 教育委員会運営（定例会）,,
,,,,食糧費,20,,,備考: 教育委員会外部評価検討会運営,,
,,,委託料,,1268,,,,,
,,,,県市町教育委員会連絡協議会負担金,82,,,備考: 借料,,
,,,,会議、研修会出席者負担金,16,,,備考: 18 負担金、補助 98 及び交付金,,
,,,,負担金,98,,,,,
,,事務局費,,,888546,,1038750,,,
,,,報酬,,23517,,41496,,,
,,,職員手当等,,259161,,331180,,,
,,,,管理職手当,4764,,4764,"備考: 004 パートタイム会計年度任用職員 （学校教育） 5,775",,
,,,,扶養手当,6996,,6816,備考: 保健室サポート員 1人,,
,,,,地域手当,7224,,10886,"備考: 005 パートタイム会計年度任用職員 （学務） 3,490",,
,,,,住居手当,1524,,1689,"備考: 002 管理事務局費 16,289",,
,,,,通勤手当,5089,,5644,,,
,,,,時間外勤務手当,,,44000,,,
,,,,休日勤務手当,,,50,,,
,,,,期末手当,,,75705,,,
,,,,勤勉手当,,,53709,,,
,,,,退職手当,,,106022,,,
,,,,児童手当,,,21895,,,
,,,給料,,,,269904,,,
,,,共済費,,,,131217,,,
,,,報償費,,,,140,,,
,,,旅費,,,,2228,,,
,,,,費用弁償,,,1679,,,
,,,,普通旅費,,,352,,,
,,,,特別旅費,,,197,,,
,,,需用費,,,,4606,,,
,,,,消耗品費,,,730,,,
,,,,印刷製本費,,,1516,,,
,,,,修繕料,,,2360,,,
,,,役務費,,,,2668,,,
,,,,通信運搬費,,,264,,,
,,,,手数料,,,55,,,
,,,,筆耕翻訳料,,,3,,,
,,,,保険料,,,2346,,,
,,,委託料,,,,59708,,,
,,,使用料及び賃借料,,,,190498,,,
,,,備品購入費,,,,150,,,
,,,負担金、補助及び交付金,,,,2342,,,
,,,,負担金,,,227,,,
,,,,補助金,,,2115,,,
,,,補償、補填及び賠償金,,,,2000,,,
,,,,賠償金,,,2000,,,
,,,積立金,,,,613,,,
,,学校教育指,,,210131,,,,,
,,,報酬,,149724,,,,,
,,,,期末手当,790,,,備考: 英語指導スーパーバイザー 1人,,
,,,,勤勉手当,97,,,備考: 外国人英語指導助手 20人,,
,,,共済費,,13448,,,,,
,,,旅費,,7735,,,,,
,,特別支援教,,,171585,,,,,
,,,報酬,,137316,,,,,
,,,職員手当等,,6747,,,,,
,,,報償費,,1636,,,,,
,,,,費用弁償,9197,,,備考: 特別支援教育振興,,
,,,,特別旅費,11,,,備考: 不登校相談支援,,
,,,需用費,,1859,,,,,
,,,,全日本特別支援教育連盟等負担金,22,,,,,
,,,,全国特別支援学級設置学校長協会負担金,27,,,"備考: 消耗品費 1,840 その他各種団体負担金 29",,
,,育英奨学費,,,10118,,13986,,,
,,,報酬,,20,,20,,,
,,,,補助金,9960,,,備考: 003 育英奨学基金積立費 138,,
,,,積立金,,138,,1186,,,
,,,負担金、補助及び交付金,,,,12780,,,
,,,,補助金,,,12780,,,
,,教育プラザ,,,16733,,,,,
,,,需用費,,5298,,,,,
,,,,通信運搬費,964,,,,,
,,,,手数料,26,,,,,
,,教育委員会費,,,,,34522,,,
,,,報酬,,,,4499,,,
,,,報償費,,,,156,,,
,,,旅費,,,,260,,,
,,,,費用弁償,,,260,,,
,,,需用費,,,,808,,,
,,,,消耗品費,,,71,,,
,,,,食糧費,,,37,,,
,,,,印刷製本費,,,700,,,
,,,役務費,,,,280,,,
,,,,通信運搬費,,,280,,,
,,,委託料,,,,21453,,,
,,,使用料及び賃借料,,,,17,,,
,,,負担金、補助及び交付金,,,,7049,,,
,,,,負担金,,,99,,,
,,,,補助金,,,6950,,,
,,学校教育指導費,,,,,244426,,,
,,,報酬,,,,167534,,,
,,,職員手当等,,,,1029,,,
,,,,期末手当,,,880,,,
,,,,勤勉手当,,,149,,,
,,,共済費,,,,15953,,,
,,,報償費,,,,1793,,,
,,,旅費,,,,7503,,,
,,,,費用弁償,,,7261,,,
,,,,普通旅費,,,25,,,
,,,,特別旅費,,,217,,,
,,,需用費,,,,2709,,,
,,,,消耗品費,,,2317,,,
,,,,食糧費,,,268,,,
,,,,印刷製本費,,,124,,,
,,,役務費,,,,76,,,
,,,,保険料,,,76,,,
,,,委託料,,,,29282,,,
,,,使用料及び賃借料,,,,12276,,,
,,,工事請負費,,,,2100,,,
,,,備品購入費,,,,1480,,,
,,,負担金、補助及び交付金,,,,1802,,,
,,,,負担金,,,100,,,
,,,,補助金,,,1702,,,
,,,積立金,,,,889,,,
,,特別支援教育指導費,,,,,237955,,,
,,,報酬,,,,176951,,,
,,,給料,,,,6041,,,
,,,職員手当等,,,,17501,,,
,,,,地域手当,,,242,,,
,,,,通勤手当,,,100,,,
,,,,時間外勤務手当,,,300,,,
,,,,期末手当,,,13300,,,
,,,,勤勉手当,,,3559,,,
,,,共済費,,,,13346,,,
,,,報償費,,,,2354,,,
,,,旅費,,,,8859,,,
,,,,費用弁償,,,8827,,,
,,,,特別旅費,,,32,,,
,,,需用費,,,,7071,,,
,,,,消耗品費,,,1954,,,
,,,,食糧費,,,17,,,
,,,,修繕料,,,5100,,,
,,,委託料,,,,1750,,,
,,,工事請負費,,,,500,,,
,,,備品購入費,,,,3285,,,
,,,負担金、補助及び交付金,,,,297,,,
,,,,負担金,,,297,,,
,,教育プラザ費,,,,,17628,,,
,,,需用費,,,,5827,,,
,,,,消耗品費,,,500,,,
,,,,光熱水費,,,4000,,,
,,,,修繕料,,,1327,,,
,,,役務費,,,,936,,,
,,,,通信運搬費,,,910,,,
,,,,手数料,,,26,,,
,,,委託料,,,,10496,,,
,,,使用料及び賃借料,,,,160,,,
,,,備品購入費,,,,201,,,
,,,負担金、補助及び交付金,,,,8,,,
,,,,負担金,,,8,,,
,小学校費,,,,1754884,,1734997,,,
,,小学校管理,,,836508,,,,,
,,,報酬,,112218,,,,,
,,,,期末手当,22705,,,"備考: 002 小学校運営管理費 329,322",,
,,,,勤勉手当,2781,,,"備考: 001 小学校運営管理事業費 20,881",,
,,,共済費,,23044,,,,,
,,,報償費,,1202,,,,,
,,,,費用弁償,6323,,,備考: 大型教材、理科教育振興法による教材整備,,
,,,,普通旅費,130,,,"備考: 004 各小学校運営費 274,491",,
,,,,特別旅費,6,,,備考: 小学校26校への配当運営費 （電気、水道、電話料、図書購入費 ほか）,,
,,小学校教育,,,336946,,,,,
,,,報酬,,27659,,,,,
,,小学校建設,,,581430,,,,,
,,,需用費,,284360,,,,,
,,小学校管理費,,,,,805378,,,
,,,報酬,,,,134247,,,
,,,職員手当等,,,,32834,,,
,,,,期末手当,,,28103,,,
,,,,勤勉手当,,,4731,,,
,,,共済費,,,,26125,,,
,,,報償費,,,,1175,,,
,,,旅費,,,,5682,,,
,,,,費用弁償,,,5500,,,
,,,,普通旅費,,,170,,,
,,,,特別旅費,,,12,,,
,,,需用費,,,,334213,,,
,,,,消耗品費,,,52402,,,
,,,,燃料費,,,2500,,,
,,,,食糧費,,,512,,,
,,,,印刷製本費,,,14212,,,
,,,,光熱水費,,,156744,,,
,,,,修繕料,,,107843,,,
,,,役務費,,,,29960,,,
,,,,通信運搬費,,,12477,,,
,,,,手数料,,,17483,,,
,,,委託料,,,,104782,,,
,,,使用料及び賃借料,,,,32668,,,
,,,工事請負費,,,,54550,,,
,,,備品購入費,,,,49076,,,
,,,負担金、補助及び交付金,,,,66,,,
,,,,負担金,,,66,,,
,,小学校教育振興費,,,,,270198,,,
,,,報酬,,,,32994,,,
,,,職員手当等,,,,3832,,,
,,,,期末手当,,,3280,,,
,,,,勤勉手当,,,552,,,
,,,共済費,,,,2991,,,
,,,旅費,,,,944,,,
,,,,費用弁償,,,944,,,
,,,需用費,,,,4032,,,
,,,,消耗品費,,,1603,,,
,,,,食糧費,,,429,,,
,,,,修繕料,,,2000,,,
,,,役務費,,,,9501,,,
,,,,通信運搬費,,,9501,,,
,,,委託料,,,,88108,,,
,,,使用料及び賃借料,,,,61786,,,
,,,扶助費,,,,66010,,,
,,小学校建設費,,,,,659421,,,
,,,需用費,,,,179761,,,
,,,,修繕料,,,179761,,,
,,,委託料,,,,32160,,,
,,,工事請負費,,,,447500,,,
,中学校費,,,,1666287,,1235930,,,
,,中学校管理,,,537052,,,,,
,,,報酬,,64052,,,,,
,,,,期末手当,12966,,,"備考: 002 中学校運営管理費 215,060",,
,,,,勤勉手当,1588,,,"備考: 001 中学校運営管理事業費 19,855",,
,,,共済費,,13114,,,,,
,,,報償費,,1202,,,,,
,,中学校教育,,,221904,,,,,
,,,報酬,,15782,,,,,
,,中学校建設,,,907331,,,,,
,,,需用費,,282629,,,,,
,,,役務費,,2071,,,,,
,,,,手数料,2071,,,"備考: 校舎屋上防水改修 (吉原第二中学校、大淵中学校、富士南中学校) 12 委託料 3,749 校舎外壁改修（大淵中学校）",,
,,,工事請負費,,618882,,,,,
,,中学校管理費,,,,,458454,,,
,,,報酬,,,,76502,,,
,,,職員手当等,,,,18713,,,
,,,,期末手当,,,16017,,,
,,,,勤勉手当,,,2696,,,
,,,共済費,,,,14875,,,
,,,報償費,,,,1175,,,
,,,旅費,,,,3145,,,
,,,,費用弁償,,,3075,,,
,,,,普通旅費,,,70,,,
,,,需用費,,,,178597,,,
,,,,消耗品費,,,34448,,,
,,,,燃料費,,,1832,,,
,,,,印刷製本費,,,9170,,,
,,,,光熱水費,,,90038,,,
,,,,修繕料,,,43109,,,
,,,役務費,,,,16896,,,
,,,,通信運搬費,,,7091,,,
,,,,手数料,,,9805,,,
,,,委託料,,,,63749,,,
,,,使用料及び賃借料,,,,21542,,,
,,,工事請負費,,,,28300,,,
,,,原材料費,,,,2450,,,
,,,備品購入費,,,,32510,,,
,,中学校教育振興費,,,,,193416,,,
,,,報酬,,,,19144,,,
,,,職員手当等,,,,2196,,,
,,,,期末手当,,,1879,,,
,,,,勤勉手当,,,317,,,
,,,共済費,,,,1679,,,
,,,旅費,,,,558,,,
,,,,費用弁償,,,558,,,
,,,需用費,,,,6219,,,
,,,,消耗品費,,,4607,,,
,,,,食糧費,,,252,,,
,,,,修繕料,,,1360,,,
,,,役務費,,,,5204,,,
,,,,通信運搬費,,,5204,,,
,,,委託料,,,,47258,,,
,,,使用料及び賃借料,,,,32782,,,
,,,負担金、補助及び交付金,,,,1800,,,
,,,,補助金,,,1800,,,
,,,扶助費,,,,76576,,,
,,中学校建設費,,,,,584060,,,
,,,需用費,,,,141613,,,
,,,,修繕料,,,141613,,,
,,,役務費,,,,6562,,,
,,,,手数料,,,6562,,,
,,,委託料,,,,142972,,,
,,,工事請負費,,,,292913,,,
,高等学校費,,,,1102580,,836164,,,
,,高等学校総,,,1102580,,,,,
,,,報酬,,42971,,,,,
,,高等学校総務費,,,,,836164,,,
,,,報酬,,,,52174,,,
,,,給料,,,,339931,,,
,,,職員手当等,,,,217138,,,
,,,,管理職手当,,,3192,,,
,,,,扶養手当,,,9300,,,
,,,,地域手当,,,14097,,,
,,,,住居手当,,,5733,,,
,,,,通勤手当,,,13710,,,
,,,,特殊勤務手当,,,9779,,,
,,,,時間外勤務手当,,,2930,,,
,,,,休日勤務手当,,,50,,,
,,,,宿日直手当,,,1600,,,
,,,,期末手当,,,85546,,,
,,,,勤勉手当,,,66691,,,
,,,,教員特別手当,,,4510,,,
,,,共済費,,,,116096,,,
,,,報償費,,,,380,,,
,,,旅費,,,,6780,,,
,,,,費用弁償,,,3368,,,
,,,,普通旅費,,,945,,,
,,,,特別旅費,,,2467,,,
,,,需用費,,,,33462,,,
,,,,消耗品費,,,4942,,,
,,,,燃料費,,,5456,,,
,,,,食糧費,,,10,,,
,,,,印刷製本費,,,600,,,
,,,,光熱水費,,,18704,,,
,,,,修繕料,,,3750,,,
,,,役務費,,,,1750,,,
,,,,通信運搬費,,,1008,,,
,,,,手数料,,,713,,,
,,,,保険料,,,29,,,
,,,委託料,,,,28866,,,
,,,使用料及び賃借料,,,,32019,,,
,,,原材料費,,,,105,,,
,,,備品購入費,,,,1100,,,
,,,負担金、補助及び交付金,,,,6363,,,
,,,,負担金,,,6363,,,
,幼稚園費,,,,1065999,,1070012,,,
,,幼稚園管理,,,380392,,,,,
,,,報酬,,42023,,,,,
,,幼稚園教育,,,685607,,,,,
,,,報償費,,120,,,,,
,,,,研修受講履歴記録システム利用負担金,10,,,"備考: 002 幼稚園教育研究事業費 1,897",,
,,,,費用弁償,100,,,備考: 大学教員による訪問指導事業,,
,,,,普通旅費,442,,,備考: オンライン研修事業,,
,,,,特別旅費,386,,,備考: 教育講演会、保育研修会開催 ほか,,
,,,需用費,,538,,,,,
,,社会教育総,,,156458,,,,,
,,,報酬,,1911,,,,,
,,,職員手当等,,50460,,,,,
,,幼稚園管理費,,,,,349078,,,
,,,報酬,,,,42013,,,
,,,給料,,,,134187,,,
,,,職員手当等,,,,84246,,,
,,,,管理職手当,,,2492,,,
,,,,扶養手当,,,931,,,
,,,,地域手当,,,5514,,,
,,,,住居手当,,,1136,,,
,,,,通勤手当,,,3249,,,
,,,,時間外勤務手当,,,3004,,,
,,,,休日勤務手当,,,50,,,
,,,,期末手当,,,40126,,,
,,,,勤勉手当,,,27744,,,
,,,共済費,,,,50003,,,
,,,旅費,,,,1502,,,
,,,,費用弁償,,,1502,,,
,,,需用費,,,,23143,,,
,,,,消耗品費,,,1925,,,
,,,,燃料費,,,233,,,
,,,,食糧費,,,11352,,,
,,,,印刷製本費,,,540,,,
,,,,光熱水費,,,4799,,,
,,,,修繕料,,,2739,,,
,,,,賄材料費,,,1555,,,
,,,役務費,,,,1573,,,
,,,,通信運搬費,,,541,,,
,,,,手数料,,,1000,,,
,,,,保険料,,,32,,,
,,,委託料,,,,1950,,,
,,,使用料及び賃借料,,,,3758,,,
,,,工事請負費,,,,4500,,,
,,,原材料費,,,,50,,,
,,,備品購入費,,,,1366,,,
,,,負担金、補助及び交付金,,,,287,,,
,,,,負担金,,,287,,,
,,,補償、補填及び賠償金,,,,500,,,
,,,,補償金及び補填金,,,500,,,
,,幼稚園教育振興費,,,,,720934,,,
,,,報償費,,,,120,,,
,,,旅費,,,,775,,,
,,,,費用弁償,,,60,,,
,,,,普通旅費,,,362,,,
,,,,特別旅費,,,353,,,
,,,需用費,,,,699,,,
,,,,消耗品費,,,633,,,
,,,,印刷製本費,,,66,,,
,,,使用料及び賃借料,,,,797,,,
,,,備品購入費,,,,190,,,
,,,負担金、補助及び交付金,,,,214,,,
,,,,負担金,,,54,,,
,,,,補助金,,,160,,,
,,,扶助費,,,,718139,,,
,社会教育費,,,,1928450,,2140689,,,
,,生涯学習費,,,45678,,44272,,,
,,,報酬,,15493,,17983,,,
,,,,期末手当,2985,,,"備考: 001 地区生涯学習活動推進事業費 23,108",,
,,,,勤勉手当,366,,,備考: まちづくりセンター講座事業 計298講座 家庭教育 14講座,,
,,,共済費,,3045,,3570,,,
,,,報償費,,7058,,5600,,,
,,,旅費,,681,,602,,,
,,,,費用弁償,681,,601,"備考: 10 需用費 3,160",,
,,,,消耗品費,1110,,,,,
,,,,印刷製本費,2050,,,"備考: 12 委託料 12,740 17 備品購入費 150",,
,,,,普通旅費,,,1,,,
,,,職員手当等,,,,4229,,,
,,,,期末手当,,,3619,,,
,,,,勤勉手当,,,610,,,
,,,需用費,,,,2978,,,
,,,,消耗品費,,,1128,,,
,,,,印刷製本費,,,1850,,,
,,,委託料,,,,9235,,,
,,,使用料及び賃借料,,,,2,,,
,,,備品購入費,,,,73,,,
,,青少年教育,,,19957,,,,,
,,,報酬,,2773,,,,,
,,,,期末手当,540,,,"備考: 001 １８・２０歳記念事業費 3,138",,
,,青少年対策,,,51624,,,,,
,,,報酬,,24335,,,,,
,,,,期末手当,4083,,,備考: 学校サポート支援員 2人,,
,,,,勤勉手当,503,,,備考: 青少年サポート員 2人,,
,,,共済費,,4061,,,,,
,,,旅費,,1186,,,,,
,,,,県電話相談機関連絡協議会負担金,3,,,,,
,,,,消耗品費,273,,,"備考: 004 青少年非行防止事業費 3,563",,
,,,,燃料費,3,,,"備考: 001 青少年指導委員活動事業費 3,563",,
,,,,食糧費,4,,,備考: 青少年指導委員 26地区 126人,,
,,,,印刷製本費,326,,,"備考: 005 子ども・若者育成支援事業費 12,229",,
,,,,賄材料費,20,,,"備考: 001 子ども・若者育成支援事業費 12,229",,
,,,役務費,,155,,,,,
,,,,通信運搬費,2,,,,,
,,,,手数料,8,,,,,
,,,,保険料,145,,,"備考: 12 委託料 12,049",,
,,少年自然の,,,51254,,,,,
,,,需用費,,1036,,,,,
,,文化振興費,,,117422,,167062,,,
,,,報酬,,2177,,2704,,,
,,,職員手当等,,34969,,38917,,,
,,,,管理職手当,,,1594,,,
,,,,扶養手当,,,1419,,,
,,,,地域手当,,,2399,,,
,,,,住居手当,,,382,,,
,,,,通勤手当,,,1322,,,
,,,,時間外勤務手当,,,5365,,,
,,,,休日勤務手当,,,161,,,
,,,,期末手当,,,14606,,,
,,,,勤勉手当,,,11669,,,
,,,報償費,,1216,,1489,,,
,,,給料,,,,57067,,,
,,,共済費,,,,20092,,,
,,,旅費,,,,190,,,
,,,,費用弁償,,,182,,,
,,,,普通旅費,,,8,,,
,,,需用費,,,,1710,,,
,,,,消耗品費,,,336,,,
,,,,印刷製本費,,,1374,,,
,,,役務費,,,,84,,,
,,,,手数料,,,84,,,
,,,委託料,,,,23373,,,
,,,備品購入費,,,,195,,,
,,,負担金、補助及び交付金,,,,17600,,,
,,,,補助金,,,17600,,,
,,,積立金,,,,3641,,,
,,文化会館費,,,680625,,714173,,,
,,,旅費,,2,,2,,,
,,,,修繕料,14850,,,備考: 会館用地・駐車場用地借上,,
,,,,普通旅費,,,2,,,
,,,委託料,,464861,,499259,,,
,,,使用料及び賃借料,,,,60912,,,
,,,負担金、補助及び交付金,,,,154000,,,
,,,,補助金,,,154000,,,
,,文化財保護,,,111533,,,,,
,,,報酬,,804,,,,,
,,,旅費,,789,,,,,
,,,,消耗品費,168,,,備考: 天然記念物樹勢調査,,
,,,,食糧費,15,,,備考: 左富士の松剪定,,
,,,,印刷製本費,522,,,,,
,,,,文化財保存事業費補助金,450,,,備考: 修繕料 377 （木島のナゲダイマツ保存活動、 大北のカワカンジー保存活動、 鵜無ケ淵神明宮の御神楽保存活動） 11 役務費 152,,
,,,,県文化財保存協会負担金,5,,,備考: 002 六所家建造物保存事業費 149,,
,,,,通信運搬費,150,,,備考: 旧東泉院宝蔵管理,,
,,,,手数料,2,,,"備考: 003 文化財保護事業費 106,637",,
,,,委託料,,19027,,,,,
,,文化財発掘,,,63790,,,,,
,,,報酬,,18700,,,,,
,,,,期末手当,3294,,,備考: 開発等に伴う埋蔵文化財確認調査,,
,,,,勤勉手当,404,,,,,
,,,,高所作業車運転技能講習参加者負担金,46,,,,,
,,,共済費,,3943,,,,,
,,,旅費,,1267,,,,,
,,,,消耗品費,568,,,,,
,,,,燃料費,79,,,,,
,,,,食糧費,2,,,,,
,,,,印刷製本費,2342,,,,,
,,博物館費,,,94740,,114853,,,
,,,報酬,,10901,,13186,,,
,,,職員手当等,,13945,,15230,,,
,,,,管理職手当,,,623,,,
,,,,扶養手当,,,184,,,
,,,,地域手当,,,889,,,
,,,,住居手当,,,537,,,
,,,,通勤手当,,,449,,,
,,,,時間外勤務手当,,,568,,,
,,,,休日勤務手当,,,50,,,
,,,,期末手当,,,7339,,,
,,,,勤勉手当,,,4591,,,
,,,給料,,,,21302,,,
,,,共済費,,,,9396,,,
,,,報償費,,,,121,,,
,,,旅費,,,,434,,,
,,,,費用弁償,,,364,,,
,,,,普通旅費,,,70,,,
,,,需用費,,,,25443,,,
,,,,消耗品費,,,1162,,,
,,,,燃料費,,,127,,,
,,,,食糧費,,,3,,,
,,,,印刷製本費,,,1225,,,
,,,,光熱水費,,,8136,,,
,,,,修繕料,,,14773,,,
,,,,賄材料費,,,17,,,
,,,役務費,,,,2025,,,
,,,,通信運搬費,,,1588,,,
,,,,手数料,,,76,,,
,,,,保険料,,,361,,,
,,,委託料,,,,25000,,,
,,,使用料及び賃借料,,,,2219,,,
,,,原材料費,,,,179,,,
,,,備品購入費,,,,190,,,
,,,負担金、補助及び交付金,,,,128,,,
,,,,負担金,,,128,,,
,,図書館費,,,535369,,642646,,,
,,,報酬,,113955,,133185,,,
,,,職員手当等,,78069,,87854,,,
,,,,扶養手当,1796,,1434,備考: 今泉分室 3人 図書貸出,,
,,,,地域手当,3202,,4619,備考: 田子浦分室 3人 図書貸出,,
,,,,住居手当,881,,92,備考: 大淵分室 3人 図書貸出,,
,,,,通勤手当,2372,,2899,備考: 富士川分室 3人 図書貸出,,
,,,,時間外勤務手,4772,,,備考: 西図書館 9人 図書貸出 当 東図書館 6人 図書貸出,,
,,,,休日勤務手当,1000,,1000,備考: 富士文庫 5人 図書貸出,,
,,,,期末手当,41185,,47376,備考: でごいち文庫 4人 図書貸出,,
,,,,勤勉手当,20195,,24768,備考: 計 66人,,
,,,,管理職手当,,,2666,,,
,,,,時間外勤務手当,,,3000,,,
,,,共済費,,52288,,55243,,,
,,,旅費,,4902,,4283,,,
,,,,費用弁償,4783,,4195,備考: 003 図書館利用促進事業費 442,,
,,,,普通旅費,,,50,,,
,,,,特別旅費,,,38,,,
,,,給料,,,,111581,,,
,,,報償費,,,,1112,,,
,,,需用費,,,,55694,,,
,,,,消耗品費,,,14842,,,
,,,,食糧費,,,9,,,
,,,,印刷製本費,,,897,,,
,,,,光熱水費,,,28206,,,
,,,,修繕料,,,11740,,,
,,,役務費,,,,1864,,,
,,,,通信運搬費,,,1517,,,
,,,,手数料,,,347,,,
,,,委託料,,,,61046,,,
,,,使用料及び賃借料,,,,35101,,,
,,,工事請負費,,,,44000,,,
,,,備品購入費,,,,51470,,,
,,,負担金、補助及び交付金,,,,171,,,
,,,,負担金,,,171,,,
,,,償還金、利子及び割引料,,,,42,,,
,,社会教育総務費,,,,,165132,,,
,,,報酬,,,,2290,,,
,,,給料,,,,78324,,,
,,,職員手当等,,,,51759,,,
,,,,管理職手当,,,1420,,,
,,,,扶養手当,,,1932,,,
,,,,地域手当,,,3268,,,
,,,,住居手当,,,948,,,
,,,,通勤手当,,,2315,,,
,,,,時間外勤務手当,,,7000,,,
,,,,休日勤務手当,,,189,,,
,,,,期末手当,,,19181,,,
,,,,勤勉手当,,,15506,,,
,,,共済費,,,,26826,,,
,,,報償費,,,,4370,,,
,,,旅費,,,,253,,,
,,,,費用弁償,,,151,,,
,,,,普通旅費,,,43,,,
,,,,特別旅費,,,59,,,
,,,需用費,,,,780,,,
,,,,消耗品費,,,42,,,
,,,,食糧費,,,22,,,
,,,,印刷製本費,,,716,,,
,,,委託料,,,,73,,,
,,,使用料及び賃借料,,,,42,,,
,,,負担金、補助及び交付金,,,,415,,,
,,,,負担金,,,415,,,
